sol,temp_range,environmental_stress_index,temp_min,temp_max,temp_avg,mars_season,mission_phase,solar_longitude_deg,dust_season_risk,orbital_thermal_factor,wind_speed_avg,wind_speed_max
696,80.462364,0.4958917,186.89328,267.35565,235.60854,Winter_North,Primary,312.765,0.0,0.72882056,4.460031,7.1886477
697,86.92852,0.415451,179.83331,266.76184,214.25558,Winter_North,Primary,313.00357,0.0,0.72696745,6.1086617,13.532093
698,88.860756,0.4029196,179.32481,268.18558,216.07938,Winter_North,Primary,313.5274,0.0,0.7228849,4.622304,7.211977
699,89.22755,0.37682587,179.58658,268.81412,215.86823,Winter_North,Primary,314.1184,0.0,0.7182564,5.19802,13.402994
700,85.342834,0.3638133,179.56467,264.9075,206.81612,Winter_North,Primary,314.63843,0.0,0.7141646,5.464171,9.156161
701,89.027245,0.39614156,180.17557,269.20282,212.85704,Winter_North,Primary,315.33966,0.0,0.708619,4.1302705,7.0806704
702,90.863304,0.40293866,179.91357,270.7769,215.52527,Winter_North,Primary,315.89203,0.0,0.7042288,5.5366273,11.699904
703,88.30337,0.28779894,179.5469,267.85028,216.46562,Winter_North,Primary,316.4834,0.0,0.69950736,4.481037,8.256211
704,87.31937,0.24519026,181.4278,268.74716,217.36299,Winter_North,Primary,317.0718,0.0,0.69478863,4.5400276,7.3408365
705,85.71796,0.2565443,182.92633,268.6443,216.9489,Winter_North,Primary,317.66275,0.0,0.6900287,4.3304915,7.0340967
706,85.52309,0.2523321,182.44237,267.96545,217.77142,Winter_North,Primary,318.2456,0.0,0.68531436,4.8198075,8.703289
707,85.957726,0.20315334,182.85654,268.81427,217.40128,Winter_North,Primary,318.82864,0.0,0.6805793,5.40252,9.097406
708,42.654434,0.49665892,226.79095,269.44537,257.58466,Winter_North,Primary,319.065,0.0,0.6786543,3.7266796,5.23613
720,85.52489,0.5032805,180.2088,266.69995,215.58427,Winter_North,Extended_1,326.31,0.0,0.6183343,5.628128,9.597756
734,83.2447,0.5041891,182.09839,265.8037,216.38728,Winter_North,Extended_1,334.22,0.0,0.5503545,4.4344664,7.0868945
735,86.07146,0.54955816,181.40575,267.4772,211.39465,Winter_North,Extended_1,334.98273,0.0,0.5437281,3.498034,5.8692365
736,86.342255,0.5514587,181.70891,268.05115,217.30013,Winter_North,Extended_1,335.3716,0.0,0.5403465,4.2207046,7.478271
737,84.419556,0.56539106,181.31699,265.73654,215.51598,Winter_North,Extended_1,335.9264,0.0,0.53551894,5.276105,8.041042
738,84.76288,0.5428685,181.08745,265.85034,215.7215,Winter_North,Extended_1,336.47815,0.0,0.5307145,4.2106323,7.46905
739,86.58898,0.26546547,181.36386,267.95285,216.10213,Winter_North,Extended_1,337.0338,0.0,0.5258734,4.898024,7.7126904
740,76.79335,0.3415879,191.32161,268.11496,225.76375,Winter_North,Extended_1,337.255,0.0,0.5239455,2.9008613,4.767655
754,83.2447,0.3415879,182.09839,265.8037,216.38728,Winter_North,Extended_1,345.18,0.0,0.45485753,4.4344664,7.0868945
761,83.2447,0.30783814,182.09839,265.8037,216.38728,Winter_North,Extended_1,348.93,0.0,0.42238617,4.4344664,7.0868945
775,83.2447,0.30802178,182.09839,265.8037,216.38728,Winter_North,Extended_1,356.28,0.0,0.35983416,4.4344664,7.0868945
788,81.99962,0.27356267,179.42984,261.20413,214.72742,Spring_North,Extended_1,2.96,0.0,0.3049558,4.09965,6.759033
802,81.99962,0.2757722,179.42984,261.20413,214.72742,Spring_North,Extended_1,10.0,0.0,0.25,4.09965,6.759033
816,81.99962,0.25147176,179.42984,261.20413,214.72742,Spring_North,Extended_1,16.89,0.0,0.19985968,4.09965,6.759033
822,81.99962,0.07437104,179.42984,261.20413,214.72742,Spring_North,Extended_1,19.81,0.0,0.17987812,4.09965,6.759033
829,81.99962,0.06789116,179.42984,261.20413,214.72742,Spring_North,Extended_1,23.18,0.0,0.1578537,4.09965,6.759033
836,81.99962,0.05258827,179.42984,261.20413,214.72742,Spring_North,Extended_1,26.52,0.0,0.1371927,4.09965,6.759033
843,81.99962,0.0,179.42984,261.20413,214.72742,Spring_North,Extended_1,29.83,0.0,0.11793306,4.09965,6.759033
850,77.81346,0.023096707,177.40372,255.30688,212.09535,Spring_North,Extended_1,33.12,0.0,0.1000529,4.1213393,8.338999
856,77.81346,0.029817719,177.40372,255.30688,212.09535,Spring_North,Extended_1,35.92,0.0,0.08587201,4.1213393,8.338999
863,77.81346,0.032663677,177.40372,255.30688,212.09535,Spring_North,Extended_1,39.17,0.0,0.07065416,4.1213393,8.338999
870,77.81346,0.032663677,177.40372,255.30688,212.09535,Spring_North,Extended_1,42.4,0.0,0.05689821,4.1213393,8.338999
877,77.81346,0.029817719,177.40372,255.30688,212.09535,Spring_North,Extended_1,45.61,0.0,0.044622127,4.1213393,8.338999
884,77.81346,0.023096707,177.40372,255.30688,212.09535,Spring_North,Extended_1,48.8,0.0,0.0338381,4.1213393,8.338999
891,77.81346,0.0,177.40372,255.30688,212.09535,Spring_North,Extended_1,51.98,0.0,0.024525704,4.1213393,8.338999
897,77.81346,0.0,177.40372,255.30688,212.09535,Spring_North,Extended_1,54.7,0.0,0.017721292,4.1213393,8.338999
904,77.81346,0.0,177.40372,255.30688,212.09535,Spring_North,Extended_1,57.86,0.0,0.011181671,4.1213393,8.338999
911,76.49963,0.04905698,176.19646,252.76813,209.1541,Spring_North,Extended_1,61.01,0.0,0.0061421855,4.341922,9.271908
918,76.49963,0.06333229,176.19646,252.76813,209.1541,Spring_North,Extended_1,64.16,0.0,0.002595042,4.341922,9.271908
925,76.49963,0.06937705,176.19646,252.76813,209.1541,Spring_North,Extended_1,67.3,0.0,0.0005550625,4.341922,9.271908
938,76.49963,0.06937705,176.19646,252.76813,209.1541,Spring_North,Extended_1,73.13,0.0,0.00074589107,4.341922,9.271908
952,76.49963,0.06333229,176.19646,252.76813,209.1541,Spring_North,Extended_1,79.41,0.0,0.0067281798,4.341922,9.271908
965,76.49963,0.04905698,176.19646,252.76813,209.1541,Spring_North,Extended_1,85.26,0.0,0.0176293,4.341922,9.271908
979,79.16891,0.047443885,176.10469,255.30931,210.92671,Summer_North,Extended_1,91.6,0.0,0.03511176,4.6258616,10.48279
993,79.16891,0.061249793,176.10469,255.30931,210.92671,Summer_North,Extended_1,97.99,0.0,0.05848524,4.6258616,10.48279
1010,79.16891,0.06709579,176.10469,255.30931,210.92671,Summer_North,Extended_1,105.83,0.0,0.094621286,4.6258616,10.48279
1033,79.16891,0.06709579,176.10469,255.30931,210.92671,Summer_North,Extended_1,116.65,0.0,0.1567734,4.6258616,10.48279
1047,84.25001,0.12399307,178.94522,263.74744,214.71347,Summer_North,Extended_1,123.38,0.0,0.20174746,5.1628985,11.4129715
1061,84.25001,0.1401897,178.94522,263.74744,214.71347,Summer_North,Extended_2+,130.23,0.0,0.25174025,5.1628985,11.4129715
1074,84.25001,0.13169122,178.94522,263.74744,214.71347,Summer_North,Extended_2+,136.72,0.0,0.30238757,5.1628985,11.4129715
1088,84.25001,0.13169122,178.94522,263.74744,214.71347,Summer_North,Extended_2+,143.86,0.0,0.36100733,5.1628985,11.4129715
1108,89.466095,0.15127687,181.63692,270.90042,218.66289,Summer_North,Extended_2+,154.35,0.0,0.4507743,5.4470897,10.959052
1115,89.466095,0.1410887,181.63692,270.90042,218.66289,Summer_North,Extended_2+,158.1,0.0,0.4834224,5.4470897,10.959052
1129,89.466095,0.09114813,181.63692,270.90042,218.66289,Summer_North,Extended_2+,165.76,0.0,0.55018085,5.4470897,10.959052
1136,89.466095,0.09114813,181.63692,270.90042,218.66289,Summer_North,Extended_2+,169.66,0.0,0.5839006,5.4470897,10.959052
1143,89.466095,0.08320648,181.63692,270.90042,218.66289,Summer_North,Extended_2+,173.61,0.0,0.6176559,5.4470897,10.959052
1156,92.974144,0.1415529,182.41183,275.25244,220.73982,Fall_North,Extended_2+,181.07,0.017833333,0.67975414,4.6111465,8.030844
1170,92.974144,0.19518991,182.41183,275.25244,220.73982,Fall_North,Extended_2+,189.3,0.155,0.74469125,4.6111465,8.030844
1183,92.974144,0.24843165,182.41183,275.25244,220.73982,Fall_North,Extended_2+,197.11,0.28516668,0.8016736,4.6111465,8.030844
1197,92.974144,0.29138166,182.41183,275.25244,220.73982,Fall_North,Extended_2+,205.7,0.42833334,0.8578464,4.6111465,8.030844
1211,89.0384,0.31954306,184.43336,273.46063,220.57196,Fall_North,Extended_2+,214.45,0.57416666,0.9068042,5.130046,9.211322
1224,89.0384,0.3390933,184.43336,273.46063,220.57196,Fall_North,Extended_2+,222.71,0.71183336,0.94434863,5.130046,9.211322
1231,89.0384,0.32468778,184.43336,273.46063,220.57196,Fall_North,Extended_2+,227.19,0.7865,0.96089774,5.130046,9.211322
1238,89.0384,0.3472378,184.43336,273.46063,220.57196,Fall_North,Extended_2+,231.7,0.8616667,0.9747127,5.130046,9.211322
1252,80.30825,0.58256924,184.18216,264.43604,216.35938,Fall_North,Extended_2+,240.79,0.98683333,0.9935542,6.9951944,10.348676
1265,80.30825,0.603229,184.18216,264.43604,216.35938,Fall_North,Extended_2+,249.26,0.84566665,0.9999583,6.9951944,10.348676
1279,80.30825,0.5668214,184.18216,264.43604,216.35938,Fall_North,Extended_2+,258.39,0.6935,0.99464893,6.9951944,10.348676
1292,80.30825,0.5245214,184.18216,264.43604,216.35938,Fall_North,Extended_2+,266.85,0.5525,0.97853345,6.9951944,10.348676
1306,84.447586,0.44647846,180.14088,264.8105,214.61949,Winter_North,Extended_2+,275.89,0.40183333,0.949817,6.702726,11.669703
1320,84.447586,0.33058318,180.14088,264.8105,214.61949,Winter_North,Extended_2+,284.83,0.25283334,0.9104251,6.702726,11.669703
1333,84.447586,0.10311274,180.14088,264.8105,214.61949,Winter_North,Extended_2+,293.01,0.1165,0.86561733,6.702726,11.669703
1347,85.52489,0.16959861,180.2088,266.69995,215.58427,Winter_North,Extended_2+,301.67,0.0,0.81009495,5.628128,9.597756
1361,85.52489,0.2029731,180.2088,266.69995,215.58427,Winter_North,Extended_2+,310.15,0.0,0.74886554,5.628128,9.597756
1374,85.52489,0.20886205,180.2088,266.69995,215.58427,Winter_North,Extended_2+,317.86,0.0,0.6884355,5.628128,9.597756
1388,85.52489,0.19057576,180.2088,266.69995,215.58427,Winter_North,Extended_2+,325.98,0.0,0.6211303,5.628128,9.597756
1401,83.2447,0.2556259,182.09839,265.8037,216.38728,Winter_North,Extended_2+,333.34,0.0,0.55798864,4.4344664,7.0868945
1415,83.2447,0.26030985,182.09839,265.8037,216.38728,Winter_North,Extended_2+,341.07,0.0,0.49066302,4.4344664,7.0868945
1429,83.2447,0.20872772,182.09839,265.8037,216.38728,Winter_North,Extended_2+,348.62,0.0,0.42505977,4.4344664,7.0868945
