sol,temp_min,temp_max,temp_avg,temp_range,temp_p05,temp_median,temp_p95,wind_speed_avg,wind_speed_max,wind_speed_std,wind_speed_median,wind_speed_p95,wind_gust_factor,wind_direction_avg,wind_direction_std,wind_resultant_length,wind_u_mean,wind_v_mean,wind_vector_mean_speed,wind_vector_mean_dir,solar_longitude_deg,weather_readings_count,weather_temp_completeness,weather_wind_completeness,weather_data_completeness,weather_available_today,activity_count,activity_text,has_activity,operational_status_rate,has_operational_problem,criticality_rate,is_critical_operation,power_status_rate,has_power_issue,mars_year,sol_of_mars_year,sol_gap,is_consecutive_sol,sol_gap_size,mission_age_linear,mission_age_log,mission_phase,phase_progress,equipment_age_factor,wear_accumulation,activity_word_count,instruction_complexity,is_multipart_operation,operation_part_number,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,systems_involved,primary_instrument,is_science_activity,is_maintenance_activity,is_deployment_activity,is_recovery_activity,is_thermal_activity,is_communication_activity,primary_activity_type,activity_intensity,multiple_activities,mars_season,dust_season_risk,orbital_thermal_factor,ls_sin,ls_cos,solar_longitude_diff,temp_volatility_7sol,temp_trend_7sol,operational_tempo_3sol,operational_tempo_7sol,operational_tempo_15sol,sols_since_last_problem,sols_to_next_problem,sols_since_last_activity,activity_days_30sol,cumulative_activity_count,wind_gustiness,wind_volatility_7sol,wind_dust_lifting,wind_sustained_high,wind_high_volatility,dust_storm_probability,dust_event_level,ida_cumulative_usage,ida_usage_intensity,hp3_cumulative_usage,hp3_usage_intensity,seis_cumulative_usage,seis_usage_intensity,apss_cumulative_usage,apss_usage_intensity,camera_cumulative_usage,camera_usage_intensity,wts_cumulative_usage,wts_usage_intensity,mission_operational_cycles,equipment_reliability_score,maintenance_activity,sols_since_maintenance,environmental_stress_index,operational_risk_index,power_availability_proxy,solar_longitude,avg_temp
459,180.29022,271.49545,218.63463,91.205246,183.47931,208.1854,267.33954,5.4773545,10.668594,2.432934,4.974921,9.896884,1.947764,217.55246,67.185646,0.5028276,-3.2129736,-0.8664566,3.327754,195.09218,165.0508,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,459,1,1,0,0.32120365,0.8438904,Primary,0.5888158,0.18020494,0.459,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.54401946,0.25796252,-0.96615493,0.55442625,0.24872579,0.06015638,0.05,0.17500001,0.10833334,0,0,5,3,136,5.19124,0.1569521,0,0,0,0.13934587,none,41,0.0,62,0.048387095,44,0.06818182,33,0.030303031,69,0.04347826,9,0.0,136,0.7766817,0,5,0.054298967,0.17764975,0.54401946,165.0508,218.63463
460,181.00572,271.9359,218.60222,90.9302,183.10078,207.96156,267.9153,5.4861336,10.658455,2.4109054,5.0144424,9.65578,1.9427989,222.65536,67.73386,0.49719483,-3.0848758,-0.8961825,3.2124135,196.19902,165.6038,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,460,1,1,0,0.32190344,0.8441893,Primary,0.59046054,0.18044429,0.46,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.5488244,0.24862565,-0.9685997,0.553,0.2551109,0.011078333,0.05,0.17500001,0.10833334,0,0,6,3,136,5.172321,0.1542933,0,0,0,0.13864589,none,41,0.0,62,0.048387095,44,0.06818182,33,0.030303031,69,0.04347826,9,0.0,136,0.776541,0,6,0.053597838,0.177419,0.5488244,165.6038,218.60222
461,180.15831,270.7313,218.30684,90.57298,183.47186,208.04286,267.5784,5.338789,11.296071,2.411365,5.0625863,9.2576065,2.115849,218.52322,65.48777,0.5203787,-3.203058,-0.81989455,3.3063285,194.35785,166.15517,99.0,1.0,1.0,1.0,1.0,1,"Long Shadow, Aeolian Change, Dust Devil Search, and Cloud Images",1,,0.0,,0.0,,0.0,1,461,1,1,0,0.32260323,0.84448755,Primary,0.59210527,0.18068317,0.461,10,5,0,0,0,0,0,0,1,0,1,CAMERA,0,0,0,0,0,0,NONE,0.4613636,0,Summer_North,0.0,0.5536107,0.23929337,-0.9709473,0.5513616,0.25427204,0.06358137,0.18712121,0.10876623,0.13575758,1,1,0,4,137,5.9572825,0.13988343,0,0,0,0.1562043,none,41,0.0,62,0.048387095,44,0.06818182,33,0.030303031,70,0.057142857,9,0.0,137,0.7754004,0,7,0.049066525,0.16828313,0.5536107,166.15517,218.30684
462,181.93312,271.31207,218.82858,89.378944,183.52806,208.1708,268.2131,5.5051403,11.890031,2.5466993,5.1174965,10.458006,2.159805,213.63863,64.26191,0.53313905,-3.468096,-0.75174147,3.5486343,192.23018,166.7126,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,462,1,1,0,0.323303,0.84478515,Primary,0.59375,0.18092155,0.462,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.55844456,0.22983572,-0.97322947,0.5574384,0.1961983,0.064678,0.18712121,0.10876623,0.13575758,0,0,1,4,137,6.38489,0.082176834,0,0,0,0.15756635,none,41,0.0,62,0.048387095,44,0.06818182,33,0.030303031,70,0.057142857,9,0.0,137,0.77526,0,8,0.029791128,0.1688771,0.55844456,166.7126,218.82858
463,181.14883,271.5058,218.52922,90.35696,183.2427,208.0039,267.8966,5.326504,10.307831,2.472241,5.1669774,9.771442,1.9351962,213.87195,69.492325,0.47925296,-3.237873,-0.38732266,3.260957,186.82146,167.2686,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,463,1,1,0,0.3240028,0.8450821,Primary,0.59539473,0.18115948,0.463,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.5632605,0.2203808,-0.9754139,0.556,0.19240622,-0.012666717,0.18712121,0.10876623,0.13575758,0,0,2,4,137,4.9813266,0.083817534,0,0,0,0.12756184,none,41,0.0,62,0.048387095,44,0.06818182,33,0.030303031,70,0.057142857,9,0.0,137,0.7751197,0,9,0.030226838,0.1569244,0.5632605,167.2686,218.52922
464,181.2244,271.8475,218.26953,90.6231,183.19781,207.52908,267.59665,5.394255,10.265495,2.4585688,5.374425,9.637273,1.9030421,213.07625,74.52859,0.42912787,-3.0040212,-0.20642929,3.0111055,183.93105,167.82918,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,464,1,1,0,0.3247026,0.8453784,Primary,0.59703946,0.18139692,0.464,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.5681101,0.21082695,-0.9775234,0.5605818,0.21432884,-0.0018449243,0.05,0.10876623,0.13575758,0,0,3,3,137,4.8712397,0.07593349,0,0,0,0.124187365,none,41,0.0,62,0.032258064,44,0.045454547,33,0.0,70,0.042857144,9,0.0,137,0.77497965,0,10,0.028209483,0.15562361,0.5681101,167.82918,218.26953
465,181.09607,271.0952,218.64476,89.99914,183.21596,208.10304,267.92,5.3307934,12.111094,2.5884564,5.318121,10.14499,2.271912,207.01512,65.641174,0.51878685,-3.3613298,-0.091154955,3.3625655,181.5534,168.3838,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,465,1,1,0,0.32540238,0.8456741,Primary,0.5986842,0.18163389,0.465,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.57290167,0.20135488,-0.97951835,0.5546182,0.19770809,0.0016883541,0.05,0.10876623,0.13575758,0,0,4,3,137,6.780301,0.0795104,1,0,0,0.40732086,minor,41,0.0,62,0.032258064,44,0.045454547,33,0.0,70,0.042857144,9,0.0,137,0.77483976,0,11,0.028987002,0.26892596,0.57290167,168.3838,218.64476
466,181.63382,271.00507,218.26457,89.37123,183.52722,207.12846,267.87274,5.417455,11.344067,2.2982757,5.409505,9.290433,2.0939844,212.38168,71.7389,0.45664358,-3.0296135,-0.27343374,3.0419278,185.15718,168.94073,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,466,1,1,0,0.32610217,0.84596914,Primary,0.6003289,0.18187039,0.466,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.5777064,0.19182421,-0.9814293,0.5569374,0.2181968,-0.056274258,0.05,0.10876623,0.13575758,0,0,5,3,137,5.9266114,0.073879436,0,0,0,0.14938915,none,41,0.0,62,0.032258064,44,0.045454547,33,0.0,70,0.042857144,9,0.0,137,0.77470005,0,12,0.027645849,0.16580221,0.5777064,168.94073,218.26457
467,181.64001,271.0581,218.8599,89.418076,183.5117,208.09065,268.19012,5.475423,10.574078,2.3143804,5.427367,9.763617,1.9311893,213.00485,73.30483,0.4411167,-2.9656389,-0.3164099,2.9824703,186.08997,169.503,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,467,1,1,0,0.32680196,0.8462635,Primary,0.6019737,0.1821064,0.467,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.58254963,0.18218404,-0.98326445,0.56226265,0.2579561,0.092177026,0.05,0.10876623,0.13575758,0,0,6,3,137,5.098655,0.07187878,0,0,0,0.12928537,none,41,0.0,62,0.032258064,44,0.045454547,33,0.0,70,0.042857144,9,0.0,137,0.7745605,0,13,0.027839575,0.15780953,0.58254963,169.503,218.8599
468,181.53568,272.8438,219.40172,91.30813,184.19986,208.4019,268.46564,5.5108213,9.861115,2.0595152,5.512862,8.854493,1.7894094,213.26492,70.51988,0.46886542,-3.082345,-0.6387971,3.1478426,191.70845,170.0642,100.0,1.0,1.0,1.0,1.0,1,"HP3 Mole Recovery Operations, SEIS Flash Maintenance and Tilt Measurement, and Long Shadow, Aeolian Change, Dust Devil Search, and Cloud Images",1,,0.0,,0.0,,0.0,1,468,1,1,0,0.32750174,0.8465573,Primary,0.60361844,0.18234196,0.468,21,9,0,0,0,1,1,0,1,0,3,HP3,1,1,0,1,0,0,SCIENCE,0.91136366,0,Summer_North,0.0,0.58737576,0.17254458,-0.9850017,0.5612,0.39584544,0.09552339,0.33712122,0.17305195,0.19318183,1,1,0,4,138,4.3502946,0.077328525,0,0,0,0.11178253,none,41,0.0,63,0.04761905,45,0.06666667,33,0.0,71,0.056338027,9,0.0,138,0.77342117,1,0,0.032392137,0.16727859,0.58737576,170.0642,219.40172
469,180.70274,272.6382,218.93982,91.93546,184.02971,208.30913,268.66864,5.5286155,10.1369915,2.4345837,4.99267,9.827045,1.8335496,216.83246,68.722755,0.48708037,-3.2365305,-0.8151036,3.3375926,194.13568,170.62393,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,469,1,1,0,0.32820153,0.8468505,Primary,0.6052632,0.18257704,0.469,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.5921809,0.16291392,-0.9866403,0.5597293,0.4046828,0.06843396,0.33712122,0.17305195,0.13484849,0,0,1,4,138,4.6083755,0.08186489,0,0,0,0.118409306,none,41,0.0,63,0.04761905,45,0.06666667,33,0.0,71,0.056338027,9,0.0,138,0.773282,0,1,0.03399555,0.16997801,0.5921809,170.62393,218.93982
470,181.57936,272.93597,219.60397,91.35662,183.90948,208.47853,269.64478,5.2936945,10.329836,2.1811779,4.9263,8.78767,1.9513471,216.61101,66.35826,0.51136124,-3.13633,-0.7475982,3.2242005,193.40724,171.1888,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,470,1,1,0,0.32890132,0.847143,Primary,0.6069079,0.18281165,0.47,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.5970213,0.153179,-0.98819846,0.5648707,0.5168279,0.22240569,0.33712122,0.17305195,0.13484849,0,0,2,4,138,5.036141,0.0891442,0,0,0,0.12937103,none,41,0.0,63,0.04761905,45,0.06666667,33,0.0,71,0.056338027,9,0.0,138,0.773143,0,2,0.038589995,0.17441136,0.5970213,171.1888,219.60397
471,181.90773,273.0133,219.87509,91.10557,184.19562,209.00674,268.8077,5.462892,11.700962,2.4907365,4.891534,9.878473,2.1418986,215.5423,65.19704,0.5233988,-3.3576634,-0.8008374,3.4518464,193.41501,171.753,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,471,1,1,0,0.3296011,0.84743494,Primary,0.60855263,0.18304579,0.471,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6018465,0.1434408,-0.9896589,0.5642,0.5675313,0.2050552,0.05,0.17305195,0.13484849,0,0,3,3,138,6.2380695,0.08941217,0,0,0,0.15823254,none,41,0.0,63,0.031746034,45,0.044444446,33,0.0,71,0.04225352,9,0.0,138,0.7730041,0,3,0.039720222,0.18600456,0.6018465,171.753,219.87509
472,181.92433,272.72043,219.61111,90.796104,184.49626,209.12056,269.29446,5.524966,11.883802,2.6229534,4.862611,10.336452,2.1509278,213.16565,66.64677,0.50838125,-3.4165263,-0.47608525,3.4495375,187.93295,172.31572,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,472,1,1,0,0.3303009,0.8477262,Primary,0.61019737,0.18327947,0.472,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6066492,0.13371433,-0.9910199,0.5627172,0.5602911,0.2244253,0.05,0.17305195,0.13484849,0,0,4,3,138,6.3588367,0.082885265,0,0,0,0.15763158,none,41,0.0,63,0.031746034,45,0.044444446,33,0.0,71,0.04225352,9,0.0,138,0.7728655,0,4,0.037526216,0.18581271,0.6066492,172.31572,219.61111
473,182.25883,272.01498,220.27507,89.75615,184.34575,209.50058,269.3924,5.222475,9.5608425,2.3177683,5.0086856,8.853036,1.830711,213.77284,70.143135,0.47266525,-3.1235492,-0.2613384,3.1344628,184.78264,172.8842,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,473,1,1,0,0.3310007,0.8480169,Primary,0.6118421,0.18351267,0.473,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.61149067,0.12387512,-0.9922978,0.5684828,0.49952197,0.23586254,0.05,0.17305195,0.13484849,0,0,5,3,138,4.338367,0.12251203,0,0,0,0.115655795,none,41,0.0,63,0.031746034,45,0.044444446,33,0.0,71,0.04225352,9,0.0,138,0.77272695,0,5,0.048685607,0.16907087,0.61149067,172.8842,220.27507
474,181.58377,273.2351,220.22978,91.65134,184.30267,209.3281,269.63306,5.271747,9.885337,2.0388749,5.281567,8.684293,1.8751539,216.03665,72.08509,0.4531937,-2.8061912,-0.5281389,2.855458,190.65866,173.4512,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,474,1,1,0,0.3317005,0.848307,Primary,0.6134868,0.18374541,0.474,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.61630857,0.11404942,-0.9934751,0.567,0.47007057,0.1380099,0.05,0.17305195,0.13484849,0,0,6,3,138,4.6135902,0.13393214,0,0,0,0.12332882,none,41,0.0,63,0.031746034,45,0.044444446,33,0.0,71,0.04225352,9,0.0,138,0.7725886,0,6,0.051655307,0.1721885,0.61630857,173.4512,220.22978
475,182.54025,273.17133,219.84413,90.63108,185.08028,208.94699,269.59467,5.397468,10.261989,2.184469,5.4236393,8.93462,1.9012598,221.3212,75.03006,0.42425385,-2.820259,-0.62647796,2.8890028,192.52403,174.02284,99.0,1.0,1.0,1.0,1.0,1,"Command Loss Timer Set to 25 Days, SEIS Data Processing to L2, APSS Data Processing to L1, Deimos Eclipse Movie, and Aeolian Change and Tau Images",1,,0.0,,0.0,,0.0,1,475,1,1,0,0.3324003,0.84859645,Primary,0.61513156,0.1839777,0.475,26,7,0,0,0,0,1,1,1,0,3,SEIS,0,0,0,0,0,0,NONE,0.875,0,Summer_North,0.0,0.6211544,0.104131855,-0.9945635,0.5716485,0.45185193,0.15071881,0.325,0.16785714,0.18984848,1,1,0,4,139,4.864521,0.12517257,0,0,0,0.12855935,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.7714505,0,7,0.04853536,0.17338035,0.6211544,174.02284,219.84413
476,182.65535,273.47046,220.2725,90.815125,184.8215,209.66876,269.39905,5.3591814,10.078775,2.2065935,5.2249055,8.721457,1.8806558,216.73355,69.21909,0.4820275,-3.1152287,-0.83412606,3.2249675,194.98976,174.5884,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,476,1,1,0,0.33310008,0.8488853,Primary,0.6167763,0.18420951,0.476,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6259367,0.094309874,-0.9955429,0.5655515,0.29966977,0.11142208,0.325,0.16785714,0.16242425,0,0,1,4,139,4.719594,0.10822898,0,0,0,0.12351254,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.77131253,0,8,0.040087327,0.1714099,0.6259367,174.5884,220.2725
477,182.41647,272.94113,219.99826,90.52466,184.59447,208.92207,269.8356,5.226725,9.239756,2.0440888,5.168591,8.518945,1.7677906,220.00371,69.84941,0.47563472,-2.8690317,-0.839954,2.989459,196.31822,175.1563,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,477,1,1,0,0.33379987,0.84917355,Primary,0.6184211,0.18444085,0.477,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.63072646,0.084437974,-0.9964287,0.5678929,0.25568417,0.02052926,0.325,0.16785714,0.16242425,0,0,2,4,139,4.01303,0.11778784,0,0,0,0.10739362,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.7711747,0,9,0.042174052,0.16501057,0.63072646,175.1563,219.99826
478,181.74721,273.20258,220.33516,91.455376,184.8108,209.73048,269.7428,5.3204403,10.868523,2.2959769,5.092711,8.916801,2.0427861,215.01329,63.771408,0.538263,-3.252605,-0.7110769,3.3294246,192.33185,175.7296,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,478,1,1,0,0.33449966,0.8494612,Primary,0.6200658,0.18467174,0.478,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6355489,0.074463554,-0.99722373,0.5733071,0.27227697,0.120673686,0.05,0.16785714,0.16242425,0,0,3,4,139,5.548082,0.10731809,0,0,0,0.14336103,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.7710371,0,10,0.039236724,0.17944571,0.6355489,175.7296,220.33516
479,182.27373,273.72653,220.3802,91.45282,184.48466,209.9155,269.72452,5.299209,9.388577,2.1595104,5.155098,8.599173,1.7716941,218.3936,68.26403,0.49176458,-3.0656002,-0.7965439,3.1673944,194.56525,176.3018,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,479,1,1,0,0.33519945,0.84974825,Primary,0.62171054,0.18490216,0.479,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.64034843,0.06450096,-0.99791765,0.5722,0.19547208,0.017522441,0.05,0.16785714,0.16242425,0,0,4,4,139,4.0893683,0.06531629,0,0,0,0.10439896,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.7708996,0,11,0.024494447,0.16390902,0.64034843,176.3018,220.3802
480,181.52834,273.8172,220.13786,92.28886,184.67763,209.64828,269.59064,5.071808,9.730674,1.8838978,5.011552,8.293464,1.9185811,220.6092,65.9889,0.51518273,-2.7483954,-1.1095166,2.9639,201.98373,176.87248,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,480,1,1,0,0.33589923,0.8500347,Primary,0.62335527,0.18513213,0.48,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.64512134,0.054558333,-0.9985106,0.57068485,0.19246137,-0.0153194815,0.05,0.16785714,0.16242425,0,0,5,4,139,4.6588664,0.1066907,0,0,0,0.121909864,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.7707623,0,12,0.037393168,0.17096141,0.64512134,176.87248,220.13786
481,182.16928,273.29865,220.39415,91.12936,184.17374,209.10452,269.85165,4.972919,9.003156,1.7315179,5.0022783,7.738473,1.8104368,226.48354,68.022995,0.49423116,-2.4089627,-1.210592,2.6960406,206.6812,177.449,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,481,1,1,0,0.33659902,0.8503205,Primary,0.625,0.18536164,0.481,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6499284,0.04450864,-0.999009,0.57651514,0.21003474,0.091669306,0.05,0.16785714,0.16242425,0,0,6,4,139,4.0302367,0.15738769,0,0,0,0.11145371,none,41,0.0,63,0.031746034,46,0.06521739,34,0.029411765,72,0.055555556,9,0.0,139,0.77062523,0,13,0.05363702,0.16682693,0.6499284,177.449,220.39415
482,181.00931,274.21814,220.34486,93.20884,183.86633,209.2988,270.5711,5.1774583,8.936258,1.8803554,5.065774,8.284431,1.7259934,222.46198,71.36701,0.46036002,-2.5888178,-1.0233514,2.7837431,201.56873,178.024,100.0,1.0,1.0,1.0,1.0,1,"HP3 Mole Recovery Operations, APSS Data Processing to L2, Overnight Battery Characterization, and Long Shadow, Aeolian Change, Tau Images",1,,0.0,,0.0,,0.0,1,482,1,1,0,0.3372988,0.8506058,Primary,0.62664473,0.18559068,0.482,19,7,0,0,0,1,0,1,1,0,3,HP3,0,1,0,1,0,0,MAINTENANCE,0.83409095,0,Summer_North,0.0,0.6547077,0.03448087,-0.9994054,0.575,0.1464089,0.012061396,0.31136364,0.162013,0.21469697,1,1,0,5,140,3.7588003,0.14071164,0,0,0,0.103387855,none,41,0.0,64,0.046875,46,0.06521739,35,0.057142857,73,0.06849315,9,0.0,140,0.7694883,1,0,0.04710018,0.1625375,0.6547077,178.024,220.34486
483,181.38089,274.24875,220.21425,92.86786,184.98688,209.066,270.5783,4.971684,7.898368,1.5343446,5.250977,7.031837,1.5886705,225.58597,69.36625,0.48053256,-2.3240957,-1.2912118,2.658693,209.0555,178.59787,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,483,1,1,0,0.3379986,0.85089046,Primary,0.62828946,0.18581928,0.483,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.65946203,0.024469366,-0.9997006,0.5738687,0.14763756,0.035998657,0.31136364,0.162013,0.15727273,0,0,1,5,140,2.926684,0.14560719,0,0,0,0.08381895,none,41,0.0,64,0.046875,46,0.06521739,35,0.057142857,73,0.06849315,9,0.0,140,0.7693515,0,1,0.0486591,0.15475781,0.65946203,178.59787,220.21425
484,182.14655,273.48062,220.56755,91.33407,184.6096,209.6621,270.5047,5.0339794,7.980447,1.6457928,4.8786387,7.6070967,1.5853157,228.05061,68.7501,0.48680156,-2.4114087,-1.2860956,2.732935,208.0727,179.1772,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,484,1,1,0,0.3386984,0.85117453,Primary,0.6299342,0.1860474,0.484,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6642454,0.014360076,-0.9998969,0.57933134,0.1372574,0.038730867,0.31136364,0.162013,0.15727273,0,0,2,4,140,2.9464672,0.14659363,0,0,0,0.08438574,none,41,0.0,64,0.03125,46,0.04347826,35,0.057142857,73,0.05479452,9,0.0,140,0.76921487,0,2,0.048753913,0.15503234,0.6642454,179.1772,220.56755
485,181.04663,274.73807,220.41591,93.69143,184.19957,208.81313,270.98248,4.8599467,8.442156,1.3860497,4.775826,7.1485343,1.7370882,235.88222,65.77861,0.51736164,-2.0601103,-1.7233019,2.6858563,219.9128,179.7554,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,485,1,1,0,0.33939818,0.8514581,Primary,0.6315789,0.1862751,0.485,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Summer_North,0.0,0.6690027,0.0042690625,-0.9999909,0.5782,0.14022675,0.005949683,0.05,0.162013,0.15727273,0,0,3,4,140,3.582209,0.14553496,0,0,0,0.09958341,none,41,0.0,64,0.03125,46,0.04347826,35,0.057142857,73,0.05479452,9,0.0,140,0.76907843,0,3,0.04848355,0.16115916,0.6690027,179.7554,220.41591
486,182.31522,274.0327,220.18007,91.71751,184.73956,208.63759,270.55658,4.857283,8.030473,1.3362468,4.9045024,6.9347315,1.653285,234.1647,65.52719,0.5199695,-2.069561,-1.8017321,2.7439609,221.04239,180.3379,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,486,1,1,0,0.34009796,0.85174096,Primary,0.6332237,0.18650231,0.486,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Fall_North,0.005631818,0.67377806,-0.005897592,-0.9999826,0.5825091,0.15302467,0.007032629,0.05,0.162013,0.15727273,0,0,4,4,140,3.1731904,0.11466595,0,0,0,0.08915342,none,41,0.0,64,0.03125,46,0.04347826,35,0.057142857,73,0.05479452,9,0.0,140,0.7689422,0,4,0.040767234,0.15703484,0.66998345,180.3379,220.18007
487,182.00066,271.6557,212.46077,89.65506,184.08281,203.03209,262.39346,4.561952,8.1086645,1.4350829,4.5400667,6.8574934,1.7774549,246.832,57.689934,0.6023582,-1.7166101,-2.325624,2.8905497,233.5679,180.87358,85.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,487,1,1,0,0.34079775,0.8520233,Primary,0.63486844,0.18672907,0.487,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Fall_North,0.0145598035,0.67815363,-0.015246401,-0.9998838,0.53567916,2.985724,-1.3222307,0.05,0.162013,0.15727273,0,0,5,4,140,3.5467122,0.19169524,0,0,0,0.20880347,none,41,0.0,64,0.03125,46,0.04347826,35,0.057142857,73,0.05479452,9,0.0,140,0.7688061,0,5,0.12602927,0.20494251,0.6682798,180.87358,212.46077
488,182.11052,273.14484,216.86249,91.034325,183.94862,205.53288,270.16483,4.7628117,7.260586,1.2569498,4.91352,6.4138007,1.5244327,240.96582,54.047142,0.64088327,-2.0026329,-2.4321256,3.1505194,230.53166,181.52657,92.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,488,1,1,0,0.34149754,0.85230505,Primary,0.6365132,0.18695539,0.488,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Fall_North,0.025442753,0.6834663,-0.026640438,-0.99964505,0.652977,3.052939,-0.5803976,0.05,0.162013,0.15727273,0,0,6,4,140,2.497774,0.19824098,0,0,0,0.18852322,none,41,0.0,64,0.03125,46,0.04347826,35,0.057142857,73,0.05479452,9,0.0,140,0.7686702,0,6,0.13273165,0.19687797,0.666077,181.52657,216.86249
