sol,temp_min,temp_max,temp_avg,temp_range,temp_p05,temp_median,temp_p95,wind_speed_avg,wind_speed_max,wind_speed_std,wind_speed_median,wind_speed_p95,wind_gust_factor,wind_direction_avg,wind_direction_std,wind_resultant_length,wind_u_mean,wind_v_mean,wind_vector_mean_speed,wind_vector_mean_dir,solar_longitude_deg,weather_readings_count,weather_temp_completeness,weather_wind_completeness,weather_data_completeness,weather_available_today,activity_count,activity_text,has_activity,operational_status_rate,has_operational_problem,criticality_rate,is_critical_operation,power_status_rate,has_power_issue,mars_year,sol_of_mars_year,sol_gap,is_consecutive_sol,sol_gap_size,mission_age_linear,mission_age_log,mission_phase,phase_progress,equipment_age_factor,wear_accumulation,activity_word_count,instruction_complexity,is_multipart_operation,operation_part_number,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,systems_involved,primary_instrument,is_science_activity,is_maintenance_activity,is_deployment_activity,is_recovery_activity,is_thermal_activity,is_communication_activity,primary_activity_type,activity_intensity,multiple_activities,mars_season,dust_season_risk,orbital_thermal_factor,ls_sin,ls_cos,solar_longitude_diff,temp_volatility_7sol,temp_trend_7sol,operational_tempo_3sol,operational_tempo_7sol,operational_tempo_15sol,sols_since_last_problem,sols_to_next_problem,sols_since_last_activity,activity_days_30sol,cumulative_activity_count,wind_gustiness,wind_volatility_7sol,wind_dust_lifting,wind_sustained_high,wind_high_volatility,dust_storm_probability,dust_event_level,ida_cumulative_usage,ida_usage_intensity,hp3_cumulative_usage,hp3_usage_intensity,seis_cumulative_usage,seis_usage_intensity,apss_cumulative_usage,apss_usage_intensity,camera_cumulative_usage,camera_usage_intensity,wts_cumulative_usage,wts_usage_intensity,mission_operational_cycles,equipment_reliability_score,maintenance_activity,sols_since_maintenance,environmental_stress_index,operational_risk_index,power_availability_proxy,solar_longitude,avg_temp
72,183.33397,267.64078,217.59029,84.30682,186.89827,206.58241,263.6972,4.242908,6.7686334,1.2272164,4.442423,6.1123986,1.5952816,260.14954,33.781708,0.84045213,-0.99426764,-3.518946,3.656713,254.22252,337.9172,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,72,1,1,0,0.050384883,0.5905307,Checkout,0.72,0.040233675,0.072,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.51817185,-0.3759461,0.9266415,0.552,0.5784862,-0.032294407,0.26666668,0.29318184,0.35636365,3,12,0,28,70,2.5257251,0.4918229,0,0,0,0.10604985,none,20,0.35,19,0.57894737,21,0.33333334,11,0.45454547,27,0.2962963,8,0.875,70,0.91278625,0,1,0.1660045,0.1462402,0.51817185,337.9172,217.59029
73,183.08333,265.79358,216.10287,82.71026,186.72816,206.04442,260.58975,4.8988376,7.6509776,1.0893385,4.886778,6.64511,1.5617945,269.3429,32.311516,0.8529832,-0.17948411,-4.213783,4.2176037,267.56097,338.4658,99.0,1.0,1.0,1.0,1.0,1,Position Grapple Over HP3 Teach Point,1,,0.0,,0.0,,0.0,1,73,1,1,0,0.051084675,0.59240335,Checkout,0.73,0.04075269,0.073,6,1,0,0,1,1,0,0,0,0,2,IDA,0,0,1,0,0,0,DEPLOYMENT,0.2818182,0,Winter_North,0.0,0.513387,-0.36705688,0.9301985,0.5485778,0.7365718,-0.10605549,0.30984852,0.31168833,0.30848485,4,11,0,28,71,2.75214,0.5083767,0,0,0,0.113021284,none,21,0.3809524,20,0.6,21,0.33333334,11,0.45454547,27,0.2962963,8,0.875,71,0.9115579,0,2,0.17445223,0.15408534,0.513387,338.4658,216.10287
74,183.19377,265.2063,216.83754,82.01251,186.57498,206.86409,260.74875,5.2892923,7.071778,0.9679785,5.2963285,6.7140627,1.3369988,266.44034,35.623463,0.8242475,-0.32774448,-4.3347864,4.347159,265.6762,339.018,100.0,1.0,1.0,1.0,1.0,1,"HP3 Capture, SEIS Commissioning Activities, and HP3 Tilt Measurement",1,,0.0,,0.0,,0.0,1,74,1,1,0,0.051784463,0.5942509,Checkout,0.74,0.041270666,0.074,9,4,0,0,0,1,1,0,0,0,2,HP3,1,0,1,0,0,0,SCIENCE,0.47272727,0,Winter_North,0.0,0.5085691,-0.35807464,0.933693,0.55222225,0.7273235,-0.014316079,0.27272728,0.23636365,0.31924245,5,10,0,28,72,1.7824852,0.56182945,0,0,0,0.09461422,none,21,0.33333334,21,0.5714286,22,0.3181818,11,0.45454547,27,0.25925925,8,0.875,72,0.9103298,0,3,0.19100587,0.12832117,0.5085691,339.018,216.83754
75,183.20744,267.24274,215.61253,84.0353,185.82933,204.21974,263.58826,4.074256,6.7620225,1.2598317,4.2721667,6.472757,1.659695,255.61594,48.302814,0.70092046,-1.3147533,-2.5739822,2.890322,242.9427,339.54773,92.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,75,1,1,0,0.052484255,0.5960739,Checkout,0.75,0.041787606,0.075,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.50394666,-0.3494268,0.9369637,0.52973914,0.9481644,-0.2845786,0.27272728,0.2383117,0.31924245,6,9,0,28,73,2.6877663,0.46135706,0,0,0,0.10714325,none,21,0.33333334,21,0.5714286,22,0.27272728,11,0.45454547,27,0.25925925,8,0.875,73,0.9091021,0,4,0.16408925,0.1342495,0.50394666,339.54773,215.61253
76,183.28543,265.10785,216.56987,81.82241,186.38298,205.82384,260.73532,4.0337396,6.270178,1.1617085,4.2897077,5.689592,1.554433,259.92844,36.918633,0.8125364,-1.0407052,-3.1833515,3.3491483,251.89633,340.11813,99.0,1.0,1.0,1.0,1.0,1,HP3 Deployment,1,,0.0,,0.0,,0.0,1,76,1,1,0,0.053184044,0.59787315,Checkout,0.76,0.042303517,0.076,2,1,0,0,0,1,0,0,0,0,1,HP3,0,0,1,0,0,0,DEPLOYMENT,0.15227273,0,Winter_North,0.0,0.4989692,-0.34008214,0.9403957,0.57038206,0.95114136,-0.108592786,0.22954546,0.2529221,0.30545455,7,8,0,28,74,2.2364383,0.48851043,0,0,0,0.09878498,none,21,0.2857143,22,0.54545456,22,0.22727273,11,0.45454547,27,0.25925925,8,0.875,74,0.9078746,0,5,0.17265669,0.13498841,0.4989692,340.11813,216.56987
77,182.4108,266.02057,216.63062,83.60978,185.50206,205.72935,261.0179,4.648242,7.0421066,1.128363,4.6448493,6.459034,1.5150043,262.30933,39.603416,0.7875049,-0.8197771,-3.604865,3.6969023,257.18832,340.6616,100.0,1.0,1.0,1.0,1.0,1,HP3 Checkout and SEIS Commissioning,1,,0.0,,0.0,,0.0,1,77,1,1,0,0.053883836,0.59964913,Checkout,0.77,0.042818394,0.077,5,2,0,0,0,1,1,0,0,0,2,HP3,0,1,0,0,0,0,MAINTENANCE,0.3181818,0,Winter_North,0.0,0.49422657,-0.33114687,0.94357926,0.5434788,0.94550794,-0.3054357,0.1780303,0.2766234,0.2669697,8,7,0,28,75,2.3938646,0.48257408,0,0,0,0.10202588,none,21,0.2857143,23,0.5652174,23,0.26086956,11,0.45454547,27,0.25925925,8,0.875,75,0.9066474,1,0,0.17068084,0.1426396,0.49422657,340.6616,216.63062
78,181.66336,264.51572,216.0508,82.85234,185.46584,205.33543,259.98938,4.575216,6.7207046,0.9994193,4.6155663,5.8968654,1.4689372,259.9886,38.85526,0.7945771,-0.90086395,-3.5607455,3.6729367,255.80217,341.2076,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,78,1,1,0,0.054583624,0.6014025,Checkout,0.78,0.04333224,0.078,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.4894625,-0.32214013,0.946692,0.546,0.6416279,-0.2565825,0.1780303,0.20227273,0.26015154,9,6,0,28,76,2.1454887,0.45909277,0,0,0,0.09388825,none,21,0.2857143,23,0.5217391,23,0.26086956,11,0.45454547,27,0.22222222,8,0.875,76,0.9054205,0,1,0.15705447,0.12122631,0.4894625,341.2076,216.0508
79,181.59656,264.81863,215.86208,83.22208,185.82437,205.22038,260.10947,4.5109954,6.975299,1.0513002,4.5029755,6.147617,1.5462881,265.35117,38.857906,0.79455227,-0.56970006,-3.5847726,3.6297593,260.96994,341.7557,99.0,1.0,1.0,1.0,1.0,1,HP3 Grapple Adjustment Part 1 and SEIS Commissioning,1,,0.0,,0.0,,0.0,1,79,1,1,0,0.055283416,0.60313386,Checkout,0.79,0.043845065,0.079,8,2,1,1,1,1,1,0,0,0,3,IDA,0,0,1,0,0,0,DEPLOYMENT,0.4340909,0,Winter_North,0.0,0.48468104,-0.31306937,0.9497303,0.54809695,0.44899344,-0.040131755,0.2719697,0.2551948,0.26606062,10,5,0,28,77,2.4643033,0.44125742,0,0,0,0.099916354,none,22,0.3181818,24,0.5416667,24,0.29166666,11,0.45454547,27,0.22222222,8,0.875,77,0.9041938,0,2,0.14749235,0.1372974,0.48468104,341.7557,215.86208
80,182.2947,263.82263,215.76225,81.52793,185.98477,205.51367,258.90393,5.179022,8.455711,1.1220104,5.2033134,7.2068796,1.6326851,270.43558,30.841255,0.8651318,-0.120173916,-4.502528,4.5041313,268.47113,342.2964,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,80,1,1,0,0.055983204,0.6048437,Checkout,0.8,0.044356864,0.08,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.4799655,-0.3040929,0.9526424,0.54070306,0.48323515,-0.17921472,0.18712121,0.22402598,0.2601515,11,4,0,28,78,3.2766895,0.48589414,0,0,0,0.123571225,none,22,0.27272728,24,0.5416667,24,0.29166666,11,0.45454547,27,0.22222222,8,0.875,78,0.9029675,0,3,0.16218174,0.13939635,0.4799655,342.2964,215.76225
81,182.31851,264.82016,215.91447,82.50165,185.55591,205.65445,259.8437,4.522854,6.6446385,0.93026155,4.654289,5.764152,1.4691252,259.09998,40.593792,0.7780357,-0.8437004,-3.4617898,3.5631192,256.303,342.83762,99.0,1.0,1.0,1.0,1.0,1,HP3 Grapple Adjustment Part 2 and SEIS Commissioning,1,,0.0,,0.0,,0.0,1,81,1,1,0,0.056682996,0.6065325,Checkout,0.81,0.04486764,0.081,8,2,1,2,1,1,1,0,0,0,3,IDA,0,0,1,0,0,0,DEPLOYMENT,0.4340909,0,Winter_North,0.0,0.47524732,-0.295081,0.95547223,0.54120606,0.3947224,0.050325003,0.31060606,0.2185065,0.2789394,12,3,0,28,79,2.1217847,0.38464764,0,0,0,0.0864635,none,23,0.3043478,25,0.56,25,0.32,11,0.45454547,27,0.22222222,8,0.875,79,0.90174145,0,4,0.128639,0.123602524,0.47524732,342.83762,215.91447
82,181.88495,266.25043,216.49815,84.36548,185.60805,205.74304,261.739,4.165272,7.3401446,1.2866185,4.429121,6.462074,1.7622243,242.90443,53.856365,0.64289576,-1.7900233,-2.15889,2.8044589,230.33649,343.3822,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,82,1,1,0,0.057382785,0.60820085,Checkout,0.82,0.045377392,0.082,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.47050187,-0.28598607,0.9582338,0.54459393,0.36944497,-0.011951176,0.18712121,0.2185065,0.21651515,13,2,0,28,80,3.1748722,0.36882052,0,0,0,0.11034219,none,23,0.3043478,25,0.52,25,0.32,11,0.45454547,27,0.18518518,8,0.875,80,0.9005156,0,5,0.12315943,0.13358304,0.47050187,343.3822,216.49815
83,181.88818,267.001,216.81363,85.11283,186.11873,206.06387,262.50436,4.0070744,7.479077,1.3217258,4.185827,6.1616874,1.8664681,247.91296,49.03787,0.69332343,-1.6148112,-2.4778147,2.9575634,236.9074,343.923,100.0,1.0,1.0,1.0,1.0,1,HP3 Grapple Release,1,,0.0,,0.0,,0.0,1,83,1,1,0,0.058082577,0.6098492,Checkout,0.83,0.04588613,0.083,3,1,0,0,1,1,0,0,0,0,2,IDA,0,0,1,0,0,0,DEPLOYMENT,0.2409091,0,Winter_North,0.0,0.46579212,-0.27692896,0.9608904,0.5408,0.41991696,0.030503286,0.24621212,0.23116884,0.22924243,14,1,0,28,81,3.4720023,0.3747616,0,0,0,0.118037775,none,24,0.33333334,26,0.53846157,25,0.32,11,0.45454547,27,0.14814815,8,0.875,81,0.89929014,0,6,0.12606204,0.14025578,0.46579212,343.923,216.81363
84,181.5413,266.77405,215.98285,85.23274,185.39711,204.8713,261.63388,4.290064,6.8138776,1.2047995,4.294722,6.0527897,1.5882928,258.0412,41.074196,0.77340037,-1.1490998,-3.2030606,3.4029438,250.26453,344.46082,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,84,1,1,0,0.058782365,0.6114781,Checkout,0.84,0.04639385,0.084,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.46111134,-0.2678973,0.96344745,0.5378182,0.38388258,-0.011323534,0.118181825,0.19285715,0.22924243,0,0,1,27,81,2.5238137,0.37805846,0,0,0,0.095529124,none,24,0.33333334,26,0.53846157,25,0.32,11,0.45454547,27,0.14814815,8,0.875,81,0.8990649,0,7,0.12635121,0.12175322,0.46111134,344.46082,215.98285
85,181.80647,265.67764,216.62288,83.87118,185.26942,205.41818,261.5862,4.281022,6.1857014,0.9837683,4.3009887,5.6250386,1.4449122,251.71521,47.862324,0.7054572,-1.1563635,-2.8550467,3.0803359,247.95085,345.0024,100.0,1.0,1.0,1.0,1.0,1,"HP3 Tilt Measurement, HP3 and Deck Imaging, and SEIS VBB Characterization and Calibration",1,,0.0,,0.0,,0.0,1,85,1,1,0,0.059482154,0.61308795,Checkout,0.85,0.046900555,0.085,13,6,0,0,0,1,1,0,1,0,3,HP3,1,1,0,0,0,0,SCIENCE,0.7022728,0,Winter_North,0.0,0.45640126,-0.25877857,0.96593666,0.5415818,0.42393008,0.1267992,0.33106062,0.2840909,0.2659091,1,1,0,27,82,1.9046791,0.3800278,0,0,0,0.080814846,none,24,0.33333334,27,0.5555556,26,0.34615386,11,0.45454547,28,0.17857143,8,0.875,82,0.89783996,1,0,0.1277945,0.13910466,0.45640126,345.0024,216.62288
86,182.7864,266.57437,216.77963,83.787964,185.89095,205.5914,262.03308,4.1069055,7.4638443,1.1501004,4.2395563,5.785631,1.8173889,252.21233,45.388577,0.7306837,-1.2436712,-2.834136,3.0950031,246.30725,345.5408,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,86,1,1,0,0.060181946,0.61467916,Checkout,0.86,0.04740625,0.086,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.45172274,-0.24969053,0.9683257,0.5384,0.4406523,0.1695635,0.26742426,0.2292208,0.23030303,0,0,1,26,82,3.3569388,0.39472145,0,0,0,0.11710729,none,24,0.33333334,27,0.5185185,26,0.30769232,11,0.36363637,28,0.17857143,8,0.875,82,0.8976153,0,1,0.13274248,0.13998276,0.45172274,345.5408,216.77963
87,181.81885,264.4945,215.58652,82.67566,185.54234,205.05804,260.0635,4.8591967,9.006033,1.2772217,4.881767,7.22991,1.8533998,271.34668,30.974623,0.8640461,-0.13796186,-4.242129,4.244372,268.1373,346.08145,99.0,1.0,1.0,1.0,1.0,1,HP3 Mole Release and SEIS Activities,1,,0.0,,0.0,,0.0,1,87,1,1,0,0.060881734,0.6162522,Checkout,0.87,0.047910932,0.087,6,2,0,0,0,1,1,0,0,0,2,HP3,0,0,1,0,0,0,DEPLOYMENT,0.3318182,0,Winter_North,0.0,0.4470289,-0.24054223,0.9706387,0.54065454,0.48205838,-0.054661136,0.36136365,0.26753247,0.24818182,1,1,0,26,83,4.1468368,0.28912568,0,0,0,0.12638861,none,24,0.33333334,28,0.53571427,27,0.33333334,11,0.36363637,28,0.17857143,8,0.875,83,0.8963909,0,2,0.10051823,0.15370174,0.4470289,346.08145,215.58652
88,181.84003,265.64053,216.03096,83.80052,186.14775,205.67,260.26837,4.5522404,6.6033444,1.1020403,4.763072,6.0996084,1.4505702,259.86737,37.22114,0.8097655,-1.0099928,-3.6021419,3.7410574,254.3372,346.6146,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,88,1,1,0,0.061581526,0.6178074,Checkout,0.88,0.048414607,0.088,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.44240487,-0.23150001,0.9728349,0.5331454,0.467767,-0.077866554,0.1439394,0.21266235,0.23272727,0,0,1,25,83,2.0511038,0.29277077,0,0,0,0.07630354,none,24,0.29166666,28,0.5,27,0.2962963,11,0.27272728,28,0.14285715,8,0.875,83,0.8961668,0,3,0.10136518,0.12002863,0.44240487,346.6146,216.03096
89,182.81694,266.59384,216.91396,83.77691,185.95161,206.44261,263.06076,4.205246,7.576678,1.40283,4.291626,7.045515,1.8017204,241.12263,56.094337,0.6192472,-1.928213,-2.1288111,2.872254,227.83066,347.15,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,89,1,1,0,0.062281314,0.6193453,Checkout,0.89,0.04891727,0.089,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.4377663,-0.2223994,0.9749556,0.5354,0.5164479,0.016719231,0.1439394,0.2107143,0.20454545,0,0,2,24,83,3.3714316,0.28955117,0,0,0,0.10777251,none,24,0.29166666,28,0.4642857,27,0.2962963,11,0.27272728,28,0.14285715,8,0.875,83,0.895943,0,4,0.101361156,0.13220753,0.4377663,347.15,216.91396
90,181.90208,266.85178,216.14027,84.9497,185.25116,206.19742,261.79028,4.082247,7.9516454,1.507915,4.2977,6.579243,1.94786,242.64967,51.022526,0.6726669,-1.9221189,-2.3732703,3.054006,230.99588,347.68762,99.0,1.0,1.0,1.0,1.0,1,HP3 Hammering and SEIS VBB3 Characterization,1,,0.0,,0.0,,0.0,1,90,1,1,0,0.06298111,0.6208662,Checkout,0.9,0.049418937,0.09,6,2,0,0,0,1,1,0,0,0,2,HP3,0,1,0,0,0,0,MAINTENANCE,0.3318182,0,Winter_North,0.0,0.43311384,-0.21324122,0.9769996,0.53763634,0.4862294,0.026236711,0.1439394,0.22370131,0.22242425,1,1,0,24,84,3.8693988,0.27673995,0,0,0,0.11857339,none,24,0.29166666,29,0.4827586,28,0.32142857,11,0.27272728,28,0.14285715,8,0.875,84,0.8947195,1,0,0.09672438,0.14020287,0.43311384,347.68762,216.14027
91,182.39865,265.85,216.97124,83.451355,186.13187,206.8268,262.0912,4.073951,7.1020117,1.259802,4.2119393,6.2274466,1.7432736,241.6657,49.955387,0.6837981,-1.9176922,-2.2810712,2.980072,229.9463,348.2178,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,91,1,1,0,0.063680895,0.6223704,Checkout,0.91,0.049919598,0.091,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.4285318,-0.20419194,0.9789309,0.53016365,0.522982,0.058060814,0.1439394,0.22370131,0.21560606,0,0,1,23,84,3.0280604,0.29465693,0,0,0,0.09998155,none,24,0.29166666,29,0.44827586,28,0.32142857,11,0.18181819,28,0.14285715,8,0.875,84,0.8944962,0,1,0.10309541,0.13284427,0.4285318,348.2178,216.97124
92,233.74123,265.72675,254.7837,31.985512,239.65967,256.5859,265.20996,3.2936814,4.767667,1.24991,3.772125,4.376013,1.4475191,184.15253,101.58071,0.20770867,-1.3092543,0.37403348,1.3616343,164.05618,348.431,15.0,1.0,1.0,1.0,1.0,1,"SEIS Commissioning Activities, HP3 Stereo Imaging, Payload Grapple Localization, and Sunrise Imaging",1,,0.0,,0.0,,0.0,1,92,1,1,0,0.06438068,0.6238584,Checkout,0.92,0.05041926,0.092,12,5,0,0,1,1,1,0,1,0,4,IDA,1,0,0,0,0,0,SCIENCE,0.7136364,0,Winter_North,0.0,0.42669088,-0.20054789,0.9796839,0.2132,14.515446,6.3340125,0.36515152,0.22532469,0.2419697,1,1,0,23,85,1.4739853,0.48496464,0,0,0,0.08011486,none,25,0.28,30,0.43333334,29,0.31034482,11,0.18181819,29,0.13793103,8,0.75,85,0.89327323,0,2,0.4514495,0.12573148,0.42669088,348.431,254.7837
93,181.16322,265.24042,226.71654,84.077194,184.75677,229.13246,261.79355,5.785448,9.012988,1.6239809,5.6564107,8.494583,1.557872,221.86945,22.057991,0.9285727,-4.121756,-3.519655,5.420041,220.49472,349.638,33.0,1.0,0.7878788,0.91515154,1.0,0,,0,,,,,,,1,93,1,1,0,0.06508048,0.6253305,Checkout,0.93,0.05091792,0.093,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.41628867,-0.17986678,0.983691,1.207,14.418333,1.855003,0.27121213,0.22532469,0.24106061,0,0,1,22,85,3.2275398,0.77698815,0,0,0,0.14919093,none,25,0.28,30,0.43333334,29,0.31034482,11,0.18181819,29,0.13793103,8,0.625,85,0.89305055,0,3,0.54092413,0.15343985,0.41628867,349.638,226.71654
94,181.83514,264.59647,216.2764,82.76133,185.32349,206.03972,260.63977,4.4516745,6.827618,1.2969587,4.44862,6.5067453,1.5337191,257.44135,37.356766,0.808519,-1.2503488,-3.4494207,3.6690428,250.0754,349.8708,100.0,1.0,1.0,1.0,1.0,1,"SEIS Commissioning Activities, IDC AM Tau, and Grapple Stow",1,,0.0,,0.0,,0.0,1,94,1,1,0,0.06578027,0.626787,Checkout,0.94,0.05141559,0.094,9,4,0,0,1,0,1,0,1,0,3,IDA,0,0,1,0,0,0,DEPLOYMENT,0.5477273,0,Winter_North,0.0,0.4142865,-0.17586844,0.9844137,0.2328,14.359007,0.040907905,0.43712124,0.25616884,0.24863636,1,1,0,22,86,2.3759434,0.7523744,0,0,0,0.12643631,none,26,0.26923078,30,0.43333334,30,0.33333334,11,0.09090909,30,0.16666667,8,0.625,86,0.8918281,0,4,0.5319895,0.15247689,0.4142865,349.8708,216.2764
95,181.15819,263.6072,215.04265,82.449036,185.30676,205.08075,258.57913,5.194172,8.845511,1.2191355,5.061622,7.5185413,1.7029685,268.54465,33.878426,0.83961487,-0.30279168,-4.398321,4.4087315,266.06183,350.34125,99.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,95,1,1,0,0.066480055,0.62822825,Checkout,0.95,0.05191226,0.095,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.41024464,-0.16777946,0.9858245,0.47046262,14.448176,-0.31188342,0.2159091,0.25616884,0.24772727,0,0,1,21,86,3.6513393,0.8175442,0,0,0,0.16312118,none,26,0.26923078,30,0.43333334,30,0.33333334,11,0.09090909,30,0.16666667,8,0.5,86,0.891606,0,5,0.5542445,0.1672286,0.41024464,350.34125,215.04265
96,181.73637,265.30057,215.74762,83.56421,184.7936,205.55719,259.58408,5.046479,7.354816,1.1114777,5.070003,6.8949637,1.4574153,266.50598,38.00229,0.8025507,-0.4982455,-4.0420904,4.0726824,262.97293,350.8724,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,96,1,1,0,0.067179844,0.6296546,Checkout,0.96,0.05240794,0.096,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.4056888,-0.1586337,0.9873375,0.53113735,14.540038,-0.065442726,0.2159091,0.25616884,0.22212122,0,0,2,20,86,2.308337,0.8386834,0,0,0,0.1327566,none,26,0.26923078,30,0.43333334,30,0.33333334,11,0.09090909,30,0.16666667,8,0.375,86,0.89138407,0,6,0.56272393,0.15516043,0.4056888,350.8724,215.74762
97,182.40077,265.65765,216.23349,83.25687,185.35123,205.68776,261.83508,4.449444,7.6936445,1.2886441,4.6125216,6.7786098,1.729125,251.23616,41.664154,0.7676718,-1.6163913,-3.130827,3.523464,242.69348,351.4002,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,97,1,1,0,0.06787964,0.63106626,Checkout,0.97,0.052902628,0.097,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.40116963,-0.14953189,0.9887569,0.5278,14.532646,-0.12295791,0.05,0.2159091,0.22121213,0,0,3,19,86,3.2442007,0.81488746,0,0,0,0.15308131,none,26,0.23076923,30,0.4,30,0.3,11,0.0,30,0.13333334,8,0.25,86,0.8911625,0,7,0.5551553,0.15330291,0.40116963,351.4002,216.23349
98,181.29617,265.5531,215.69197,84.25694,185.30157,205.86098,260.82486,4.2562275,7.1967,1.2556854,4.1614976,6.473618,1.6908636,242.89365,46.77281,0.7166232,-1.9205532,-2.545571,3.1888018,232.9666,351.92828,98.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,98,1,1,0,0.06857943,0.6324636,Checkout,0.98,0.05339633,0.098,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.39665648,-0.14041264,0.99009305,0.5280755,14.630426,-6.51529,0.05,0.2159091,0.20848486,0,0,4,19,86,2.9404726,0.7974977,0,0,0,0.24417284,none,26,0.23076923,30,0.4,30,0.3,11,0.0,30,0.13333334,8,0.25,86,0.8909412,0,8,0.5498222,0.18981698,0.39665648,351.92828,215.69197
99,181.2987,266.15326,216.19023,84.85457,185.1811,206.319,261.66394,4.158917,6.834924,1.1250476,4.1917663,6.0768633,1.6434385,247.38126,46.618767,0.71819514,-1.658333,-2.6417513,3.1191213,237.88187,352.4536,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,99,1,1,0,0.069279216,0.63384694,Checkout,0.99,0.053889044,0.099,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.39217556,-0.13132906,0.99133885,0.52532446,4.1248827,-1.7543837,0.05,0.1211039,0.20848486,0,0,5,19,86,2.676007,0.5956293,0,0,0,0.21922332,none,26,0.23076923,30,0.4,30,0.3,11,0.0,30,0.13333334,8,0.25,86,0.8907201,0,9,0.2717036,0.15621325,0.39217556,352.4536,216.19023
100,180.68825,266.5802,216.14957,85.89195,184.91013,205.89478,261.4425,4.2994757,7.7198987,1.2876706,4.1992664,6.9739847,1.7955443,242.78546,42.73191,0.75720733,-1.9966745,-2.745055,3.3944125,233.96893,352.979,100.0,1.0,1.0,1.0,1.0,0,,0,,,,,,,1,100,1,1,0,0.069979005,0.6352165,Checkout,1.0,0.054380774,0.1,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.05,0,Winter_North,0.0,0.38770303,-0.12223312,0.99250144,0.5254,0.44736525,-0.021139067,0.05,0.1211039,0.165,0,0,6,18,86,3.4204233,0.40481135,0,0,0,0.119563654,none,26,0.23076923,30,0.4,30,0.3,11,0.0,30,0.13333334,8,0.125,86,0.89049935,0,10,0.13604175,0.11642666,0.38770303,352.979,216.14957
