sol,wind_speed_avg,mars_season,temp_avg,environmental_stress_index,dust_season_risk,solar_longitude_deg,mission_phase,activity_count
965,4.341922,Spring_North,209.1541,0.04905698,0.0,85.26,Extended_1,1
979,4.6258616,Summer_North,210.92671,0.047443885,0.0,91.6,Extended_1,1
993,4.6258616,Summer_North,210.92671,0.061249793,0.0,97.99,Extended_1,1
1010,4.6258616,Summer_North,210.92671,0.06709579,0.0,105.83,Extended_1,1
1033,4.6258616,Summer_North,210.92671,0.06709579,0.0,116.65,Extended_1,1
1047,5.1628985,Summer_North,214.71347,0.12399307,0.0,123.38,Extended_1,1
1061,5.1628985,Summer_North,214.71347,0.1401897,0.0,130.23,Extended_2+,1
1074,5.1628985,Summer_North,214.71347,0.13169122,0.0,136.72,Extended_2+,1
1088,5.1628985,Summer_North,214.71347,0.13169122,0.0,143.86,Extended_2+,1
1108,5.4470897,Summer_North,218.66289,0.15127687,0.0,154.35,Extended_2+,1
1115,5.4470897,Summer_North,218.66289,0.1410887,0.0,158.1,Extended_2+,1
1129,5.4470897,Summer_North,218.66289,0.09114813,0.0,165.76,Extended_2+,1
1136,5.4470897,Summer_North,218.66289,0.09114813,0.0,169.66,Extended_2+,1
1143,5.4470897,Summer_North,218.66289,0.08320648,0.0,173.61,Extended_2+,1
1156,4.6111465,Fall_North,220.73982,0.1415529,0.017833333,181.07,Extended_2+,1
1170,4.6111465,Fall_North,220.73982,0.19518991,0.155,189.3,Extended_2+,1
1183,4.6111465,Fall_North,220.73982,0.24843165,0.28516668,197.11,Extended_2+,1
1197,4.6111465,Fall_North,220.73982,0.29138166,0.42833334,205.7,Extended_2+,1
1211,5.130046,Fall_North,220.57196,0.31954306,0.57416666,214.45,Extended_2+,1
1224,5.130046,Fall_North,220.57196,0.3390933,0.71183336,222.71,Extended_2+,1
1231,5.130046,Fall_North,220.57196,0.32468778,0.7865,227.19,Extended_2+,1
1238,5.130046,Fall_North,220.57196,0.3472378,0.8616667,231.7,Extended_2+,1
1252,6.9951944,Fall_North,216.35938,0.58256924,0.98683333,240.79,Extended_2+,1
1265,6.9951944,Fall_North,216.35938,0.603229,0.84566665,249.26,Extended_2+,1
1279,6.9951944,Fall_North,216.35938,0.5668214,0.6935,258.39,Extended_2+,1
1292,6.9951944,Fall_North,216.35938,0.5245214,0.5525,266.85,Extended_2+,1
1306,6.702726,Winter_North,214.61949,0.44647846,0.40183333,275.89,Extended_2+,1
1320,6.702726,Winter_North,214.61949,0.33058318,0.25283334,284.83,Extended_2+,1
1333,6.702726,Winter_North,214.61949,0.10311274,0.1165,293.01,Extended_2+,1
1347,5.628128,Winter_North,215.58427,0.16959861,0.0,301.67,Extended_2+,1
1361,5.628128,Winter_North,215.58427,0.2029731,0.0,310.15,Extended_2+,1
1374,5.628128,Winter_North,215.58427,0.20886205,0.0,317.86,Extended_2+,1
1388,5.628128,Winter_North,215.58427,0.19057576,0.0,325.98,Extended_2+,1
1401,4.4344664,Winter_North,216.38728,0.2556259,0.0,333.34,Extended_2+,1
1415,4.4344664,Winter_North,216.38728,0.26030985,0.0,341.07,Extended_2+,1
1429,4.4344664,Winter_North,216.38728,0.20872772,0.0,348.62,Extended_2+,1
