date,datetime,sol,year,month,day,day_of_year,weekday,hour,temp_min,temp_max,temp_avg,temp_range,wind_speed_avg,wind_speed_max,wind_speed_std,weather_readings_count,end,look_ahead,activity,solar_longitude_deg,mission_phase,mission_age_factor,phase_progression,activity_word_count,instruction_count,is_multi_part,systems_involved,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,complexity_score,seasonal_intensity,orbital_thermal_factor,diurnal_thermal_load,thermal_stress_combined,sol_diff,is_consecutive_sol,primary_instrument,requires_movement,power_intensive,redundancy_active,data_intensity,has_look_ahead,planning_horizon,is_science,is_maintenance,is_deployment,is_recovery,is_thermal,is_communication,primary_activity_type,activity_chain_position,is_recovery_activity,operational_status,criticality,power_status,success_indicator,operational_tempo,sols_since_last_science,sols_since_last_maintenance,sols_since_last_deployment,sols_since_last_recovery,sols_since_last_thermal,sols_since_last_communication,cumulative_ida_usage,cumulative_hp3_usage,cumulative_seis_usage,cumulative_apss_usage,cumulative_camera_usage,cumulative_wts_usage,sols_to_landing,sols_to_deployment_complete,sols_to_primary_mission_end,sols_to_first_extension_end,sols_to_conjunction_1,sols_to_conjunction_2,events_count,has_events
,2019-11-23,363,2019,11,23,,,,175.96759222222224,256.60123555555555,212.08719299046342,80.63364333333331,5.090487598785815,11.614945555555554,2.8930875821070314,97,,,,,Primary_Science_Weather_Only,1.5325568680981427,0.8762541806020067,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-11-24,364,2019,11,24,,,,176.7714,255.85524222222224,212.588761455768,79.08384222222224,4.832215939149906,11.13997552836485,3.046787126124939,97,,,,,Primary_Science_Weather_Only,1.534714366238164,0.8795986622073578,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-11-25,365,2019,11,25,,,,176.99723888888892,255.20545,212.4470881253345,78.2082111111111,4.862298981417041,10.839713014460512,2.8369382710572117,97,,,,,Primary_Science_Weather_Only,1.536867219599265,0.882943143812709,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-12-07,2019-11-26,366,2019,11,26,341,5,18,177.23078777777778,256.62161555555554,212.87689387895054,79.39082777777776,4.895721392741727,11.13804111111111,2.7722201268203674,96,372.0,,"HP3 Mole Recovery Operations, HP3 Calibrations, and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",117.41,Primary_Science,1.5390154481375546,0.8862876254180602,17,7,0,1,0,1,0,0,0,0,0.36105691056910566,27.409999999999997,0.2633888888888889,0.0,0.0,13.0,0,HP3,0,0,1,0,0,0,1,1,0,1,0,0,SCIENCE,0,1,0,0,1,0,0.34048780487804875,0,0,129,0,81,20,37,50,34,11,48,9,365,266,321,1008,116,634,1,True
,2019-11-27,367,2019,11,27,,,,176.6464611111111,257.3615077777778,212.58453502363773,80.71504666666667,4.66202199572602,10.881686516853934,2.7922987208748475,97,,,,,Primary_Science_Weather_Only,1.541159071680806,0.8896321070234113,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-11-28,368,2019,11,28,,,,176.4444977777778,258.44577888888887,212.6827911174955,82.00128111111107,4.755461865498262,11.090693763919822,2.69144405447757,97,,,,,Primary_Science_Weather_Only,1.5432981099295553,0.8929765886287625,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-11-29,369,2019,11,29,,,,176.4760288888889,257.26638777777777,212.4370791634925,80.79035888888887,4.874682554717766,10.336512941176473,2.8442301595416164,97,,,,,Primary_Science_Weather_Only,1.5454325824581878,0.8963210702341137,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-11-30,370,2019,11,30,,,,177.28554777777777,257.97456444444447,212.6421246613304,80.6890166666667,4.700490670527728,10.3001640625,2.670882837178017,97,,,,,Primary_Science_Weather_Only,1.547562508716013,0.8996655518394648,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-01,371,2019,12,1,,,,176.51964555555557,258.1895044444444,213.06729514590822,81.66985888888885,4.714892838879238,10.669498876404491,2.774546548905419,97,,,,,Primary_Science_Weather_Only,1.5496879080283263,0.903010033444816,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-02,372,2019,12,2,,,,177.94523666666666,257.61931,212.99708242431302,79.67407333333333,4.837436243891963,10.490663333333334,2.678730111292376,97,,,,,Primary_Science_Weather_Only,1.551808799597464,0.9063545150501672,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-12-14,2019-12-03,373,2019,12,3,348,5,23,177.89437111111113,258.4156644444444,212.83580114470854,80.52129333333329,4.983031044760637,10.759163990825687,2.714267014934209,97,379.0,,"HP3 Mole Recovery Operations, HP3 RAD Calibrations, and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",120.76,Primary_Science,1.5539252025038417,0.9096989966555183,18,7,0,1,0,1,0,0,0,0,0.3683739837398374,30.760000000000005,0.2819999999999999,0.3705904774487392,0.10450651464054442,7.0,0,HP3,0,0,1,0,0,0,1,1,0,1,0,0,SCIENCE,0,1,0,0,1,0,0.34915214866434374,0,0,136,0,88,27,37,51,34,11,48,9,372,273,314,1001,123,627,1,True
,2019-12-04,374,2019,12,4,,,,176.80818222222223,257.6952566666667,212.56334528999955,80.88707444444447,4.902396212521561,10.719372636262516,2.7590274939392576,97,,,,,Primary_Science_Weather_Only,1.556037135706985,0.9130434782608695,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-05,375,2019,12,5,,,,176.84400222222223,257.8597388888889,212.69609944118068,81.01573666666667,4.9808116522582,10.492774301675976,2.765439246244251,97,,,,,Primary_Science_Weather_Only,1.55814461804655,0.9163879598662207,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-06,376,2019,12,6,,,,177.27417222222223,258.8341955555556,212.79775335297413,81.56002333333336,4.8284137003209855,10.91815478841871,2.706628913133872,97,,,,,Primary_Science_Weather_Only,1.5602476682433286,0.919732441471572,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-07,377,2019,12,7,,,,177.44478,257.7525366666667,212.1911776338708,80.30775666666668,4.762348973454155,10.910155555555557,2.6057766295873477,97,,,,,Primary_Science_Weather_Only,1.5623463049002497,0.9230769230769231,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-08,378,2019,12,8,,,,176.6156311111111,259.60351777777777,221.44134768063827,82.98788666666667,6.847865626212989,11.303043333333331,2.415134445627447,62,,,,,Primary_Science_Weather_Only,1.5644405465033644,0.9264214046822743,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-09,379,2019,12,9,,,,176.84825888888886,259.82500555555555,211.96436921994314,82.97674666666668,4.609893592748151,9.826459821428571,2.426033083265238,97,,,,,Primary_Science_Weather_Only,1.5665304114228238,0.9297658862876255,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-12-22,2019-12-10,380,2019,12,10,356,6,3,177.67673888888888,258.5722377777778,211.9651981896827,80.89549888888891,4.8451602421982995,11.373853333333336,2.954063793382987,97,399.0,,"HP3 Mole Recovery Operations, HP3 RAD Calibrations, and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",124.15,Primary_Science,1.5686159179138452,0.9331103678929766,18,7,0,1,0,1,0,0,0,0,0.3683739837398374,34.150000000000006,0.3008333333333334,0.8535533905932737,0.2567773116701432,7.0,0,HP3,0,0,1,0,0,0,1,1,0,1,0,0,SCIENCE,0,1,0,0,1,0,0.3540069686411149,0,0,143,0,95,27,37,52,34,11,48,9,379,280,307,994,130,620,1,True
,2019-12-11,381,2019,12,11,,,,177.19360666666668,258.44286222222223,206.90281771947207,81.24925555555555,4.324799939077339,10.581849330357144,2.71290676553844,87,,,,,Primary_Science_Weather_Only,1.57069708411767,0.9364548494983278,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-12,382,2019,12,12,,,,179.47105333333334,257.9463911111111,212.27344116665356,78.47533777777775,5.073765923323683,11.909013348164628,2.9179328792440615,97,,,,,Primary_Science_Weather_Only,1.572773928062509,0.939799331103679,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-13,383,2019,12,13,,,,178.9190777777778,258.80393444444445,212.55702954941955,79.88485666666665,4.995440907273482,12.194106666666666,3.038024683808017,97,,,,,Primary_Science_Weather_Only,1.5748464676644813,0.9431438127090301,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-14,384,2019,12,14,,,,178.49402111111112,258.35154666666665,211.9801621166132,79.85752555555553,4.9951127945892635,10.554334444444445,2.7352898009660898,97,,,,,Primary_Science_Weather_Only,1.5769147207285403,0.9464882943143813,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-15,385,2019,12,15,,,,179.19687888888888,260.01030555555553,212.509694673614,80.81342666666666,4.925174707878529,11.762345555555555,2.8272256160589633,97,,,,,Primary_Science_Weather_Only,1.5789787049493917,0.9498327759197325,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-16,386,2019,12,16,,,,178.60730444444442,258.88045,212.54193189932911,80.27314555555557,5.143625650651334,11.058236929922137,2.869731797695068,97,,,,,Primary_Science_Weather_Only,1.5810384379124023,0.9531772575250836,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-17,387,2019,12,17,,,,178.4906022222222,259.1479644444444,212.99711980527448,80.65736222222222,5.199811745590938,13.037495555555555,3.138358928398963,97,,,,,Primary_Science_Weather_Only,1.5830939370944985,0.9565217391304348,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-18,388,2019,12,18,,,,178.82469922308547,260.9714288888889,213.59122288783806,82.14672966580343,4.980996822640955,11.425957777777777,2.8927633439700045,93,,,,,Primary_Science_Weather_Only,1.5851452198650557,0.959866220735786,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-19,389,2019,12,19,,,,178.99553333333336,260.7358022222222,212.93654813449095,81.74026888888886,5.226471141608819,11.858519509476032,3.018754816409236,97,,,,,Primary_Science_Weather_Only,1.5871923034867808,0.9632107023411371,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-20,390,2019,12,20,,,,180.09905333333333,259.9864255555556,213.3205729947682,79.8873722222223,5.1380348758305745,11.033749163879598,3.084131206653882,97,,,,,Primary_Science_Weather_Only,1.589235205116581,0.9665551839464883,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-21,391,2019,12,21,,,,178.4509377777778,259.7723022222222,213.5141311110506,81.32136444444441,4.734910508325012,9.711657010428738,2.6664901923187827,97,,,,,Primary_Science_Weather_Only,1.5912739418064292,0.9698996655518395,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-22,392,2019,12,22,,,,178.6944722222222,258.49644,213.5317936392773,79.8019677777778,5.324723741707655,12.513644444444443,3.312620903041191,97,,,,,Primary_Science_Weather_Only,1.5933085305042167,0.9732441471571907,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-23,393,2019,12,23,,,,179.32824,260.15074,214.18301022530784,80.82249999999999,5.0722882553068755,11.338794444444446,2.996348584241259,97,,,,,Primary_Science_Weather_Only,1.5953389880545987,0.9765886287625418,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-24,394,2019,12,24,,,,178.2763666666667,259.46429222222224,214.722601087676,81.18792555555555,5.127996852801297,10.813738789237668,3.0532298785085064,97,,,,,Primary_Science_Weather_Only,1.597365331199831,0.979933110367893,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-25,395,2019,12,25,,,,179.50923444444442,261.4474544444445,214.9600343786905,81.93822000000006,5.300996508894946,11.46139,2.8279331427102186,97,,,,,Primary_Science_Weather_Only,1.599387576580599,0.9832775919732442,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-26,396,2019,12,26,,,,179.55382555555556,260.5639711111112,215.21387080826472,81.01014555555562,5.345757387798794,11.950864142538975,3.279800916064908,97,,,,,Primary_Science_Weather_Only,1.601405740736836,0.9866220735785953,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-27,397,2019,12,27,,,,178.9452211111111,261.79651222222225,226.12465947078923,82.85129111111115,6.298810116955087,11.632464882943143,3.472757875014507,67,,,,,Primary_Science_Weather_Only,1.6034198401085376,0.9899665551839465,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-28,398,2019,12,28,,,,179.10329777777778,261.14320555555554,215.03791939013877,82.03990777777776,5.300241923327931,11.114488839285714,3.272970880813296,97,,,,,Primary_Science_Weather_Only,1.6054298910365616,0.9933110367892977,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-12-29,399,2019,12,29,,,,178.27349,261.58885888888886,214.70627616190208,83.31536888888886,5.309701708666253,11.4129710467706,2.893303123305415,97,,,,,Primary_Science_Weather_Only,1.6074359097634274,0.9966555183946488,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-01-11,2019-12-30,400,2019,12,30,11,5,16,177.7451166666667,262.31679222222226,214.6810959185041,84.57167555555557,5.208725937442659,11.980330743618202,3.2481321585275467,97,406.0,,"HP3 Mole Recovery Operations, HP3 RAD Calibrations, Landed Model Energy Fault Response Enabling, Overnight Battery Characterization, and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",134.0,Primary_Science,1.6094379124341003,1.0,27,9,0,1,0,1,0,0,0,0,0.4875609756097561,44.0,0.3555555555555555,0.06698729810778076,0.0238177059938776,20.0,0,HP3,0,0,1,0,0,0,1,1,0,1,0,0,SCIENCE,0,1,0,0,0,0,0.3779790940766551,0,0,163,0,115,7,37,53,34,11,48,9,399,300,287,974,150,600,1,True
,2019-12-31,401,2019,12,31,,,,177.51872444444447,261.7196248612653,214.91290091516575,84.20090041682082,5.27970974226387,11.805820512820512,3.1074271406414646,97,,,,,Extended_1_Weather_Only,1.6114359150967734,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-01,402,2020,1,1,,,,176.9329011111111,260.98316222222223,214.90373005278457,84.05026111111113,5.318645561572257,11.508421111111112,3.087936696787807,97,,,,,Extended_1_Weather_Only,1.6134299337036377,0.002506265664160401,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-02,403,2020,1,2,,,,177.56814,262.8848433333333,214.89127664813586,85.31670333333332,5.197631160105584,12.215570791527313,2.810678354508431,97,,,,,Extended_1_Weather_Only,1.6154199841116479,0.005012531328320802,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-03,404,2020,1,3,,,,178.2607588888889,261.9482366666667,215.4331865605346,83.68747777777779,5.462415037219022,11.623726966292136,3.190842868940665,96,,,,,Extended_1_Weather_Only,1.6174060820832772,0.007518796992481203,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-04,405,2020,1,4,,,,178.77256888888888,262.92147666666665,214.86120904238646,84.14890777777777,5.300107201268767,11.473106666666666,2.9209159265582136,97,,,,,Extended_1_Weather_Only,1.6193882432872684,0.010025062656641603,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-05,406,2020,1,5,,,,177.81326666666666,262.54951,214.67306482072686,84.73624333333333,5.657183251672687,12.323154788418709,3.3646300717267748,97,,,,,Extended_1_Weather_Only,1.6213664832993742,0.012531328320802004,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-01-18,2020-01-06,407,2020,1,6,18,5,21,177.1850188888889,262.7105,214.68685032559858,85.52548111111113,5.339369445073534,10.811970554926386,2.8000914433136352,97,413.0,,"HP3 Mole Recovery Operations, New WUTT Installation, APSS/SEIS DBLT Dumps, SEIS Flash Maintenance and Tilt Measurement, and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",137.52,Extended_1,1.623340817603092,0.015037593984962405,27,10,0,3,0,1,1,1,0,0,0.6142276422764228,42.47999999999999,0.3751111111111112,0.14644660940672616,0.05493375037301195,7.0,0,SEIS,0,0,1,1,0,0,1,1,0,1,0,1,SCIENCE,0,1,0,0,1,0,0.42004645760743325,0,0,170,0,122,0,37,54,35,12,48,9,406,307,280,967,157,593,1,True
,2020-01-07,408,2020,1,7,,,,177.25202,262.3931988888889,214.77551608425196,85.1411788888889,5.1238651558820205,12.088946666666669,2.8172889572954642,97,,,,,Extended_1_Weather_Only,1.6253112615903906,0.017543859649122806,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-08,409,2020,1,8,,,,177.11320222222224,262.75811444444446,214.44689267913327,85.64491222222222,5.5548073322995215,12.959314444444445,3.192311178037448,97,,,,,Extended_1_Weather_Only,1.6272778305624314,0.020050125313283207,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-09,410,2020,1,9,,,,176.95266999999998,262.85410444444443,214.80923716616243,85.90143444444445,5.47803728805128,12.026642222222222,2.974953132860164,97,,,,,Extended_1_Weather_Only,1.62924053973028,0.022556390977443608,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-10,411,2020,1,10,,,,178.42549888888888,263.2844777777778,215.2586727614171,84.85897888888891,5.047272725465823,10.030494419642858,2.4949817907454706,97,,,,,Extended_1_Weather_Only,1.631199404215613,0.02506265664160401,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-11,412,2020,1,11,,,,177.17309555555553,263.65414,214.91860292859823,86.48104444444445,5.084805308403975,10.469979888268156,2.44067367782926,97,,,,,Extended_1_Weather_Only,1.6331544390514163,0.02756892230576441,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-12,413,2020,1,12,,,,177.0005188888889,264.1660611111111,214.12560246097223,87.1655422222222,5.153870129743713,11.440604444444444,2.7832718815457147,97,,,,,Extended_1_Weather_Only,1.6351056591826783,0.03007518796992481,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-01-26,2020-01-13,414,2020,1,13,26,6,2,176.78265333333334,263.1191522222222,213.56287499069902,86.33649888888888,5.211611378825946,12.628255555555556,2.583700059189399,97,419.0,,"HP3 Mole Recovery Operations and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",141.08,Extended_1,1.6370530794670737,0.03258145363408521,15,5,0,1,0,1,0,0,0,0,0.29308943089430894,38.91999999999999,0.39488888888888896,0.75,0.2961666666666667,7.0,0,HP3,0,0,1,0,0,0,1,0,0,1,0,0,SCIENCE,0,1,0,0,1,0,0.38178861788617885,0,7,177,0,116,6,37,55,35,12,48,9,413,314,273,960,164,586,1,True
,2020-01-14,415,2020,1,14,,,,175.84261111111113,263.09123529411767,213.0522314012508,87.24862418300654,5.435075769534353,12.227548494983278,2.9845567560353445,97,,,,,Extended_1_Weather_Only,1.6389967146756448,0.03508771929824561,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-15,416,2020,1,15,,,,177.47328555555555,263.5147655555555,213.35587423717948,86.04147999999998,5.146013531472174,10.590519144144144,2.846379892484474,97,,,,,Extended_1_Weather_Only,1.6409365794934714,0.03759398496240601,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-16,417,2020,1,16,,,,175.37321333333333,264.06284,212.88246470043558,88.68962666666667,5.15505233315541,11.667689732142858,2.8678020037891834,97,,,,,Extended_1_Weather_Only,1.6428726885203377,0.040100250626566414,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-17,418,2020,1,17,,,,176.94545555555555,264.1217555555555,213.19479798707903,87.17629999999997,4.860848600625323,10.642601123595506,2.5456373494664253,97,,,,,Extended_1_Weather_Only,1.6448050562713916,0.042606516290726815,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-01-18,419,2020,1,18,,,,177.7101088888889,264.40377666666666,213.56287387202187,86.69366777777776,4.784387602622088,11.347494444444443,2.628146153221653,97,,,,,Extended_1_Weather_Only,1.6467336971777973,0.045112781954887216,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-02-01,2020-01-19,420,2020,1,19,32,5,6,179.35833,263.8923088888889,213.89407450910892,84.53397888888892,5.304309945403746,10.696248053392658,2.819580554669845,97,426.0,,"HP3 Mole Recovery Operations, New WUTT Installation, Update LME Curve, APSS/SEIS DBLT Dumps, and Aeolian Change, Dust Devil Search, and Meteor Baseline Search Images",144.16,Extended_1,1.6486586255873816,0.047619047619047616,24,9,0,3,0,1,1,1,0,0,0.5656097560975609,35.84,0.41200000000000003,1.0,0.41200000000000003,6.0,0,HP3,0,0,1,0,0,0,1,0,0,1,0,1,SCIENCE,0,1,0,0,1,0,0.4368989547038328,0,7,183,0,110,0,37,56,36,13,48,9,419,320,267,954,170,580,1,True
