date,datetime,sol,year,month,day,day_of_year,weekday,hour,temp_min,temp_max,temp_avg,temp_range,wind_speed_avg,wind_speed_max,wind_speed_std,weather_readings_count,end,look_ahead,activity,solar_longitude_deg,mission_phase,mission_age_factor,phase_progression,activity_word_count,instruction_count,is_multi_part,systems_involved,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,complexity_score,seasonal_intensity,orbital_thermal_factor,diurnal_thermal_load,thermal_stress_combined,sol_diff,is_consecutive_sol,primary_instrument,requires_movement,power_intensive,redundancy_active,data_intensity,has_look_ahead,planning_horizon,is_science,is_maintenance,is_deployment,is_recovery,is_thermal,is_communication,primary_activity_type,activity_chain_position,is_recovery_activity,operational_status,criticality,power_status,success_indicator,operational_tempo,sols_since_last_science,sols_since_last_maintenance,sols_since_last_deployment,sols_since_last_recovery,sols_since_last_thermal,sols_since_last_communication,cumulative_ida_usage,cumulative_hp3_usage,cumulative_seis_usage,cumulative_apss_usage,cumulative_camera_usage,cumulative_wts_usage,sols_to_landing,sols_to_deployment_complete,sols_to_primary_mission_end,sols_to_first_extension_end,sols_to_conjunction_1,sols_to_conjunction_2,events_count,has_events
2019-01-27,2019-01-24,60,2019,1,24,27,6,9,185.0815333333333,264.2640333333333,218.36716468726547,79.1825,4.7642546627335065,8.170033333333333,1.378636385096475,97,,,Runout,331.19,Early_Deployment,0.4700036292457356,0.5959595959595959,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,28.810000000000002,0.5489444444444445,0.8535533905932737,0.46855339180289657,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.18348432055749125,2,1,1,28,4,2,14,12,18,4,23,1,59,40,627,1314,190,940,1,True
2019-01-28,2019-01-25,61,2019,1,25,28,0,10,185.16936666666663,263.0630888888889,217.7565098153245,77.89372222222227,5.504411259863397,9.165155555555556,1.4465652420660908,97,,,Pinning Mass Adjustment #3 and HP3 Radiometer Calibration,331.76,Early_Deployment,0.4762341789963716,0.6060606060606061,8,2,0,1,0,1,0,0,0,0,0.161869918699187,28.24000000000001,0.5457777777777778,0.75,0.4093333333333333,1.0,1,HP3,1,0,0,0,0,0,0,1,1,0,0,0,MAINTENANCE,0,0,1,1,1,0,0.20175377468060393,1,0,0,29,3,1,14,13,18,4,23,1,60,39,626,1313,189,939,1,True
2019-01-29,2019-01-26,62,2019,1,26,29,1,11,184.78685555555555,263.7881555555556,217.9398920444008,79.00130000000004,5.124925031759925,8.242233333333333,1.1793148485994434,97,,,"LSA Imaging, SEIS Stereo Imaging, WTS Site Imaging, SEIS SP/VBB Data Collection, HP3 Rad Hourly, and Grapple Unstow",332.32,Early_Deployment,0.4824261492442927,0.6161616161616161,18,7,0,5,1,1,1,0,1,1,0.5683739837398374,27.680000000000007,0.5426666666666666,0.6294095225512605,0.3415595675711507,1.0,1,SEIS,1,0,0,5,0,0,1,0,1,0,0,1,SCIENCE,0,0,1,1,1,0,0.27809523809523806,0,1,0,30,2,0,15,14,19,4,24,2,61,38,625,1312,188,938,1,True
2019-01-30,2019-01-27,63,2019,1,27,30,2,11,184.36952222222223,264.2129111111111,217.9763010669993,79.84338888888888,4.735421722342378,8.453155555555556,1.1570600274547742,97,,,WTS Teach Point,332.88,Early_Deployment,0.48858001481867097,0.6262626262626263,3,1,0,1,0,0,0,0,0,1,0.09861788617886177,27.120000000000005,0.5395555555555556,0.6294095225512605,0.3396014046121023,1.0,1,WTS,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.23831591173054584,1,2,1,31,1,1,15,14,19,4,24,3,62,37,624,1311,187,937,1,True
2019-01-31,2019-01-28,64,2019,1,28,31,3,12,185.00976666666668,264.7943,218.3655783289555,79.78453333333334,4.553253154483345,7.371888888888889,1.0224445362221535,97,,,Arm Motor Temperature Monitoring; Collect Event Data,333.44,Early_Deployment,0.49469624183610705,0.6363636363636364,7,2,0,2,1,0,0,1,0,0,0.20455284552845526,26.560000000000002,0.5364444444444445,0.5000000000000001,0.2682222222222223,1.0,1,IDA,0,1,0,2,0,0,0,0,0,0,1,1,THERMAL,0,0,1,1,0,0,0.26268292682926825,2,3,1,32,0,0,16,14,19,5,24,3,63,36,623,1310,186,936,1,True
2019-02-01,2019-01-29,65,2019,1,29,32,4,13,184.8520444444445,265.9330111111111,218.4103157101733,81.08096666666663,4.571574167518363,7.242477777777777,1.0397463978567714,97,,,WTS Capture,334.0,Early_Deployment,0.5007752879124893,0.6464646464646465,2,1,0,1,0,0,0,0,0,1,0.09130081300813009,26.0,0.5333333333333333,0.37059047744873963,0.1976482546393278,1.0,1,WTS,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.19074332171893146,2,4,0,33,1,1,16,14,19,5,24,4,64,35,622,1309,185,935,1,True
2019-02-02,2019-01-30,66,2019,1,30,33,5,13,184.3643777777778,266.17015555555554,218.6324227313833,81.80577777777773,4.382727442250987,7.131144444444445,1.0596168740333347,97,,,WTS Deploy,334.56,Early_Deployment,0.5068176023684519,0.6565656565656566,2,1,0,1,0,0,0,0,0,1,0.09130081300813009,25.439999999999998,0.5302222222222222,0.37059047744873963,0.19649530648726504,1.0,1,WTS,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.17857142857142858,1,5,0,34,2,1,16,14,19,5,24,5,65,34,621,1308,184,934,1,True
2019-02-03,2019-01-31,67,2019,1,31,34,6,14,184.46978888888887,267.50772222222224,218.6437942515432,83.03793333333337,4.2752145442799145,6.672977777777778,1.0013314171414538,96,69.0,,"WTS Grapple Adjustment, WTS Imaging, SEIS Tilt Measurements, VBB Recentering, SP and VBB Data Collection, HP3 Radiometer Measurements, and APSS Data Collection",335.11,Early_Deployment,0.5128236264286639,0.6666666666666666,22,9,0,6,1,1,1,1,1,1,0.7009756097560975,24.889999999999986,0.5271666666666666,0.2500000000000001,0.1317916666666667,1.0,1,SEIS,1,0,0,7,0,0,1,0,1,0,0,1,SCIENCE,0,0,1,1,1,0,0.27385598141695705,0,4,0,35,3,0,17,15,20,6,25,6,66,33,620,1307,183,933,1,True
,2019-02-01,68,2019,2,1,,,,184.19864444444443,265.89264444444444,217.95524015566718,81.69400000000002,4.534653211426476,6.572444444444444,1.0046742744344428,97,,,,,Early_Deployment_Weather_Only,0.5187937934151675,0.6767676767676768,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-02-02,69,2019,2,2,,,,184.42402222222225,267.06671111111115,217.04201884438274,82.6426888888889,4.794782589802561,6.9585,0.8895222953265992,89,,,,,Early_Deployment_Weather_Only,0.5247285289349821,0.6868686868686869,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-02-06,2019-02-03,70,2019,2,3,37,2,16,184.1804111111111,267.0594333333333,217.9721415131146,82.87902222222218,4.6520924718908505,6.664011111111111,0.8906458486046543,97,,,WTS Release,336.78,Early_Deployment,0.5306282510621704,0.696969696969697,2,1,0,1,0,0,0,0,0,1,0.09130081300813009,23.220000000000027,0.5178888888888891,0.06698729810778076,0.03469197738670736,3.0,0,WTS,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.2637746806039489,1,1,0,38,6,3,17,15,20,6,25,7,69,30,617,1304,180,930,1,True
2019-02-07,2019-02-04,71,2019,2,4,38,3,17,183.8269,264.69763333333333,217.0683504669618,80.87073333333333,5.229684540562561,7.229954545454546,0.8852178065922743,97,,,"Tau, Deck Imaging, WTS Mosaic, and HP3 Checkout",337.33,Early_Deployment,0.5364933705145685,0.7070707070707071,8,5,0,3,0,1,0,0,1,1,0.341869918699187,22.670000000000016,0.5148333333333335,0.017037086855465844,0.008771260216089,1.0,1,CAMERA,0,0,0,1,0,0,1,1,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.2314169570267131,0,0,1,39,7,4,17,16,20,6,26,8,70,29,616,1303,179,929,1,True
2019-02-08,2019-02-05,72,2019,2,5,39,4,17,183.74796666666663,265.8540777777778,217.29600339888862,82.10611111111115,5.20683254443026,8.309477777777778,1.154266686877692,97,,,Runout,337.88,Early_Deployment,0.5423242908253617,0.7171717171717171,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,22.120000000000005,0.5117777777777778,0.017037086855465844,0.008719202450697298,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.2221835075493612,1,1,2,40,8,5,17,16,20,6,26,8,71,28,615,1302,178,928,1,True
2019-02-09,2019-02-06,73,2019,2,6,40,5,18,183.41644444444444,265.7068777777778,217.367044063983,82.29043333333334,4.35117645436349,6.261922222222222,0.9660086464650717,97,,,Position Grapple Over HP3 Teach Point,338.43,Early_Deployment,0.5481214085096876,0.7272727272727273,6,1,0,2,1,1,0,0,0,0,0.1705691056910569,21.569999999999993,0.5087222222222222,0.0,0.0,1.0,1,IDA,1,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.21732868757258997,2,2,1,41,9,6,18,17,20,6,26,8,72,27,614,1301,177,927,1,True
2019-02-10,2019-02-07,74,2019,2,7,41,6,19,183.92642222222224,269.70264444444445,218.4529837003097,85.7762222222222,3.9517761821854958,5.937911111111111,1.0237402459010825,97,,,"HP3 Capture, SEIS Commissioning Activities, and HP3 Tilt Measurement",338.98,Early_Deployment,0.5538851132264376,0.7373737373737373,9,4,0,2,0,1,1,0,0,0,0.27252032520325203,21.019999999999982,0.5056666666666665,0.01703708685546579,0.008615086919913863,1.0,1,HP3,1,0,0,1,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.24321718931475028,3,3,0,42,10,7,18,18,21,6,26,8,73,26,613,1300,176,926,1,True
2019-02-11,2019-02-08,75,2019,2,8,42,0,19,184.1678222222222,267.6407888888889,217.9596814088827,83.47296666666668,4.3105497735487255,6.282677777777778,1.1430498106811198,97,,,Runout,339.53,Early_Deployment,0.5596157879354227,0.7474747474747475,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,20.470000000000027,0.5026111111111113,0.01703708685546579,0.00856302915452217,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.23502903600464572,4,2,1,42,11,8,18,18,21,6,26,8,74,25,612,1299,175,925,1,True
2019-02-12,2019-02-09,76,2019,2,9,43,1,20,183.33396666666667,265.988,216.7808370107556,82.65403333333333,4.3951586016135895,6.768633333333334,1.2816406387983754,97,,,HP3 Deployment,340.08,Early_Deployment,0.5653138090500605,0.7575757575757576,2,1,0,1,0,1,0,0,0,0,0.09130081300813009,19.920000000000016,0.49955555555555564,0.0669872981077807,0.03346387692139801,1.0,1,HP3,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.1479326364692218,5,1,0,41,12,9,18,19,21,6,26,8,75,24,611,1298,174,924,1,True
2019-02-13,2019-02-10,77,2019,2,10,44,2,21,183.08332222222225,264.2808777777778,215.74104175622392,81.19755555555554,5.042484990270232,7.650977777777777,1.148918619533064,97,,,HP3 Checkout and SEIS Commissioning,340.63,Early_Deployment,0.5709795465857378,0.7676767676767676,5,2,0,2,0,1,1,0,0,0,0.18991869918699186,19.370000000000005,0.49650000000000005,0.14644660940672616,0.07271074157043955,1.0,1,HP3,0,0,0,0,0,0,0,1,0,0,0,0,MAINTENANCE,0,0,1,1,1,0,0.16202090592334492,6,0,1,40,13,10,18,20,22,6,26,8,76,23,610,1297,173,923,1,True
2019-02-14,2019-02-11,78,2019,2,11,45,3,21,183.19377777777777,267.24274444444444,216.16238423494374,84.04896666666667,5.098550372592372,7.071777777777778,0.9300933239887736,97,,,Runout,341.17,Early_Deployment,0.5766133643039938,0.7777777777777778,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,18.829999999999984,0.49349999999999994,0.14644660940672616,0.07227140174221935,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.11803716608594658,7,1,1,39,14,11,18,20,22,6,26,8,77,22,609,1296,172,922,1,True
2019-02-15,2019-02-12,79,2019,2,12,46,4,22,183.20744444444443,265.1078444444444,213.98808990586693,81.90039999999999,4.076981461652087,6.762022471910113,1.28357014796896,89,,,HP3 Grapple Adjustment Part 1 and SEIS Commissioning,341.72,Early_Deployment,0.5822156198526637,0.7878787878787878,8,2,1,3,1,1,1,0,0,0,0.26186991869918697,18.279999999999973,0.49044444444444424,0.24999999999999978,0.12261111111111095,1.0,1,IDA,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,1,0,1,1,1,0,0.15059233449477352,6,2,0,38,15,12,19,21,23,6,26,8,78,21,608,1295,171,921,1,True
2019-02-16,2019-02-13,80,2019,2,13,47,5,23,183.2854333333333,266.02057777777776,215.73036085843273,82.73514444444447,4.023635201369523,6.2701777777777785,1.176698459113924,97,,,Runout,342.26,Early_Deployment,0.5877866649021191,0.797979797979798,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,17.74000000000001,0.48744444444444446,0.3705904774487392,0.1806422693964021,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.13108013937282229,5,3,1,37,16,13,19,21,23,6,26,8,79,20,607,1294,170,920,1,True
2019-02-17,2019-02-14,81,2019,2,14,48,6,23,182.4108,264.5658222222222,215.21093479342244,82.15502222222221,4.638076294173925,7.042106666666667,1.141234238268581,97,,,HP3 Grapple Adjustment Part 2 and SEIS Commissioning,342.8,Early_Deployment,0.5933268452777344,0.8080808080808081,8,2,1,3,1,1,1,0,0,0,0.26186991869918697,17.19999999999999,0.48444444444444434,0.3705904774487392,0.17953049796405585,1.0,1,IDA,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,2,1,1,1,1,0,0.12955865272938444,4,4,0,36,17,14,20,22,24,6,26,8,80,19,606,1293,169,919,1,True
2019-02-19,2019-02-15,82,2019,2,15,50,1,0,181.66336666666663,263.75677777777776,214.69645314739668,82.09341111111112,4.563735049104607,6.720704545454546,1.0095971751192256,97,,,Runout,343.35,Early_Deployment,0.598836501088704,0.8181818181818182,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,16.649999999999977,0.48138888888888876,0.5,0.24069444444444438,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.12955865272938444,3,3,1,35,18,15,20,22,24,6,26,8,81,18,605,1292,168,918,1,True
2019-02-20,2019-02-16,83,2019,2,16,51,2,1,181.5965555555556,264.8186333333333,215.01556531788182,83.22207777777771,4.4587760287569775,6.639116279069767,1.0007270964656079,97,84.0,,HP3 Grapple Release,343.89,Early_Deployment,0.6043159668533294,0.8282828282828283,3,1,0,2,1,1,0,0,0,0,0.1486178861788618,16.110000000000014,0.478388888888889,0.6294095225512604,0.30110252214938354,1.0,1,IDA,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.13774680603948894,2,2,0,34,19,16,21,23,24,6,26,8,82,17,604,1291,167,917,1,True
,2019-02-17,84,2019,2,17,,,,182.29468888888889,263.8226222222222,214.5034625949469,81.52793333333332,5.166071387467948,8.45571111111111,1.1271352203375493,97,,,,,Early_Deployment_Weather_Only,0.6097655716208943,0.8383838383838383,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-02-22,2019-02-18,85,2019,2,18,53,4,2,182.31851111111112,263.0589888888889,215.0768280406497,80.74047777777778,4.607098605466992,7.277910112359551,1.0208885691068865,97,86.0,,"HP3 Tilt Measurement, HP3 and Deck Imaging, and SEIS VBB Characterization and Calibration",344.97,Early_Deployment,0.6151856390902334,0.8484848484848485,13,5,0,3,0,1,1,0,1,0,0.3784552845528455,15.029999999999973,0.47238888888888875,0.75,0.35429166666666656,2.0,0,SEIS,0,0,0,2,0,0,1,1,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.1646806039488966,0,0,2,32,21,18,21,24,25,6,27,8,84,15,602,1289,165,915,1,True
,2019-02-19,86,2019,2,19,,,,181.88494444444444,266.25042222222226,215.52056505148983,84.36547777777781,4.115105060557851,7.340144578313253,1.2609948295142916,97,,,,,Early_Deployment_Weather_Only,0.6205764877251099,0.8585858585858586,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-02-24,2019-02-20,87,2019,2,20,55,6,3,181.88817777777777,267.0010111111111,215.92726291070298,85.11283333333333,4.012283966568483,7.479076923076923,1.3625541134797317,97,89.0,,HP3 Mole Release and SEIS Activities,346.04,Early_Deployment,0.6259384308664953,0.8686868686868687,6,2,0,2,0,1,1,0,0,0,0.19723577235772355,13.95999999999998,0.46644444444444433,0.8535533905932737,0.3981352370789514,2.0,0,HP3,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.18800232288037164,2,2,0,30,23,20,21,25,26,6,27,8,86,13,600,1287,163,913,1,True
,2019-02-21,88,2019,2,21,,,,181.5413111111112,266.77405555555555,215.79575125247518,85.23274444444434,4.298522974797465,6.813877777777778,1.20652470486068,97,,,,,Early_Deployment_Weather_Only,0.6312717768418579,0.8787878787878788,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-02-22,89,2019,2,22,,,,181.8064777777778,265.6776555555556,215.87900316360592,83.8711777777778,4.363048594353532,6.185701149425287,0.8889538999217526,97,,,,,Early_Deployment_Weather_Only,0.636576829071551,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-02-27,2019-02-23,90,2019,2,23,58,2,5,182.7864,266.57436666666666,216.77522121038567,83.78796666666668,4.028782727783806,7.463844444444444,1.213210793770403,97,91.0,*,HP3 Hammering and SEIS VBB3 Characterization,347.65,Early_Deployment,0.6418538861723948,0.898989898989899,6,2,0,2,0,1,1,0,0,0,0.19723577235772355,12.350000000000023,0.45750000000000013,0.9829629131445341,0.44970553276362446,3.0,0,HP3,0,1,0,0,1,*,0,1,0,0,0,0,MAINTENANCE,0,0,1,1,1,0,0.17876887340301975,2,0,3,27,26,23,21,26,27,6,27,8,89,10,597,1284,160,910,1,True
,2019-02-24,91,2019,2,24,,,,181.81884444444444,264.4945,216.43808438861893,82.67565555555558,4.472856533443614,6.879955555555556,0.9654091038351114,97,,,,,Early_Deployment_Weather_Only,0.6471032420585384,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-03-01,2019-02-25,92,2019,2,25,60,4,7,181.84002222222225,263.5436111111111,216.0737566475144,81.70358888888885,4.722543915521516,9.006033333333333,1.3781911666386744,97,93.0,*,"SEIS Commissioning Activities, HP3 Stereo Imaging, Payload Grapple Localization, and Sunrise Imaging",348.72,Early_Deployment,0.6523251860396903,0.9191919191919192,12,5,0,4,1,1,1,0,1,0,0.4211382113821138,11.279999999999973,0.4515555555555554,0.9829629131445341,0.4438623643354872,2.0,0,CAMERA,0,0,0,2,1,*,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.2340766550522648,0,2,5,25,28,25,22,27,28,6,28,8,91,8,595,1282,158,908,1,True
,2019-02-26,93,2019,2,26,,,,182.8169333333333,266.0487222222222,217.1807904211919,83.23178888888887,4.1090027615569245,6.603344444444445,1.2608963574892968,97,,,,,Early_Deployment_Weather_Only,0.6575200029167941,0.9292929292929293,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2019-03-03,2019-02-27,94,2019,2,27,62,6,8,181.9020888888889,266.8517888888889,217.42355480622373,84.9497,4.071374191048787,7.576677777777777,1.5417968537439,97,95.0,*,"SEIS Commissioning Activities, IDC AM Tau, and Grapple Stow",349.78,Early_Deployment,0.6626879730752367,0.9393939393939394,9,4,0,3,1,0,1,0,1,0,0.322520325203252,10.220000000000027,0.44566666666666677,0.9330127018922194,0.4158126608099659,2.0,0,IDA,1,0,0,0,1,*,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.24274099883855982,2,4,7,23,30,27,23,27,29,6,29,8,93,6,593,1280,156,906,1,True
,2019-02-28,95,2019,2,28,,,,182.53712222222225,265.8118333333333,217.42113446029376,83.27471111111106,4.1284713078010515,7.951645569620252,1.3734477271361167,97,,,,,Early_Deployment_Weather_Only,0.6678293725756554,0.9494949494949495,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-01,96,2019,3,1,,,,182.39864444444444,265.85,234.2976274814815,83.45135555555558,4.597564773126882,7.102011494252873,1.3219839794258401,50,,,,,Early_Deployment_Weather_Only,0.6729444732424258,0.9595959595959596,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-03,98,2019,3,3,,,,181.1632173913044,265.2404111111111,219.2576590496511,84.07719371980667,4.301000976528049,9.01298780487805,1.5543421023179802,90,,,,,Early_Deployment_Weather_Only,0.6830968447064438,0.9797979797979798,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-04,99,2019,3,4,,,,181.83514444444444,264.2580555555556,216.46129787722316,82.42291111111115,5.108934010874016,6.82761797752809,1.067535451810469,97,,,,,Early_Deployment_Weather_Only,0.688134638736401,0.98989898989899,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-05,100,2019,3,5,,,,181.15818888888887,262.5505777777778,215.98511138015098,81.39238888888892,5.1561261413289206,8.845511111111112,1.2816835904060653,97,,,,,Early_Deployment_Weather_Only,0.6931471805599453,1.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-06,101,2019,3,6,,,,181.73636666666667,265.5291888888889,216.58341793701163,83.79282222222221,4.485301079333003,7.354816091954023,1.2837728783415754,97,,,,,Primary_Science_Weather_Only,0.6981347220709844,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-07,102,2019,3,7,,,,182.40077777777776,265.6576444444445,216.91495516975309,83.25686666666672,4.349623111649829,7.693644444444445,1.3445624649968348,96,,,,,Primary_Science_Weather_Only,0.7030975114131134,0.0033444816053511705,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-08,103,2019,3,8,,,,181.29616666666664,266.1532666666667,216.58398268062885,84.85710000000006,4.256361220282989,7.1967,1.279546068160115,97,,,,,Primary_Science_Weather_Only,0.708035793053696,0.006688963210702341,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-09,104,2019,3,9,,,,181.2987,266.5802,216.34431466443445,85.2815,4.236223744812106,6.834924050632912,1.1147356562307043,97,,,,,Primary_Science_Weather_Only,0.712949807856125,0.010033444816053512,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-10,105,2019,3,10,,,,180.6882444444444,264.9492777777778,216.77229131944443,84.26103333333342,4.336307804476207,7.7198988764044945,1.2788245004819117,96,,,,,Primary_Science_Weather_Only,0.7178397931503169,0.013377926421404682,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-11,106,2019,3,11,,,,180.4243333333333,264.2657555555556,216.08433786629973,83.84142222222229,4.5468647729156455,6.926055555555556,0.9885651837785167,97,,,,,Primary_Science_Weather_Only,0.7227059828014898,0.016722408026755852,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-12,107,2019,3,12,,,,181.1963333333333,261.8718888888889,215.59866742077125,80.6755555555556,5.060087231636898,7.591033333333333,1.317705263533436,97,,,,,Primary_Science_Weather_Only,0.7275486072772778,0.020066889632107024,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2019-03-13,108,2019,3,13,,,,180.91878888888888,265.78302222222226,216.56391743048616,84.86423333333337,4.2139190805914275,7.351625,1.4528667295665827,97,,,,,Primary_Science_Weather_Only,0.7323678937132266,0.023411371237458192,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
